id,customer_id,beautician_id,service_id,scheduled_at,status,payment_status,notes,created_at
"8bf6bc66-e9a0-49be-9892-11ee5242e7ec","56932e15-f955-4e5f-a4d6-30f73e6da190","7e3575e7-6923-4dfa-9664-4c6914c3d8a9","ced44607-3884-441b-8888-38efd448a2ab","2025-12-19T13:35:44.647Z","confirmed","unpaid","شامل را حروفچینی شناخت متخصصان گذشته داشت که.","2025-12-11T10:16:32.534Z"
"bf572335-83b4-45a9-9ab8-7ff02c21ad60","72881f0f-f761-423d-8fe2-8ecc996bcd95","6117fe70-4b82-42b3-a56b-89d6d2d4ff22","d991eb92-f62a-47bf-9bb2-1d6884432850","2025-11-26T01:50:34.179Z","cancelled","refunded","","2025-11-19T00:56:52.045Z"
"7e950055-e676-448a-9e3e-0724193ee678","a7c8a895-5779-4f8e-ace9-bbed0975ef44","f5fbbcd0-032a-4cbd-b266-11abd3127814","deb2fe34-4590-4d6a-bd3f-068dfb95871b","2025-12-13T20:42:27.774Z","confirmed","unpaid","","2025-12-06T18:42:31.702Z"
"86515dfd-a2e9-43a0-b4db-768dcc0a1ddf","453437ae-596c-4294-8e74-bfaf737f675b","b7eb54d7-bec3-47b6-84eb-8a24c64274fd","7a67ffee-b5ef-4d4e-a64f-aaa6e496df42","2025-11-25T21:24:53.172Z","completed","unpaid","","2025-11-23T04:00:00.895Z"
"6702514f-6602-4d25-a3fb-045dc29e64c7","a5edacc4-8714-471e-892e-d73a7e2c12a0","c7c919b6-ab2d-4220-a910-a8f48025a2a1","3b3da784-5b70-4aa7-ac79-30fc1386b8ce","2026-01-22T12:14:49.537Z","pending","unpaid","","2026-01-08T12:59:24.903Z"
"34dd4fc0-fc59-425f-95b4-148b6ad4ca4e","fd741284-3158-4d6a-92a1-9a6d5b87132f","f3888cfc-b72a-49d4-9cea-0d8ab50e1411","483fb0bc-3888-4b21-894a-59785b84f544","2025-11-20T11:49:19.245Z","cancelled","refunded","","2025-11-09T08:16:12.698Z"
"b043e50d-d4ec-4461-bae1-dc6166401845","12971863-f6a8-4543-b436-f4242f69375b","0117cfae-d5e9-4398-92a4-a709a37ceb8a","91e0f78c-2ba2-4d50-b841-526af8d0381c","2026-01-08T01:11:45.114Z","pending","paid","","2025-12-31T06:00:10.651Z"
"808e6bda-840a-41ee-86b4-1eda314c3bb0","34523114-6995-4582-b954-f805a1b54570","1a21573c-813c-4dac-bbe9-526030bc9c30","957acc96-5757-437a-8b84-0c8b6616c122","2025-12-26T14:09:58.481Z","confirmed","paid","","2025-12-19T17:44:20.720Z"
"1abfd8aa-86c7-4cce-9760-a36a49772891","7fb6033b-1ac7-4174-a192-8770eb99734b","f31eab65-27a3-4855-a2ab-6e74f3c5fe57","fe736c67-6ad2-40a5-80ff-0ecfb66edc43","2026-01-19T16:13:51.596Z","pending","paid","","2025-11-05T12:28:23.301Z"
"6623ddf8-ed7b-44e7-869d-95133d838612","1cb983a1-2eea-450f-886e-5922dcc1d4a3","fa6ef42e-8bc8-4913-a49e-f0edcac454fd","dba99edd-7b08-4395-955e-609a5d76f8be","2026-01-02T05:50:38.625Z","confirmed","paid","","2025-11-11T12:01:40.242Z"
"e2993adf-d8a0-4a91-be99-51c3852f295a","bdbcd458-9051-4c0b-97cc-8898d8f96394","1060df42-b086-4dbf-8b91-ca910d854d68","31e7d3ef-5851-4028-b8d3-df36804f93c4","2026-01-27T02:32:43.268Z","pending","unpaid","","2025-12-23T21:58:45.626Z"
"ca8fb8c8-85ca-4d26-b85b-cd0066b5ee9c","fcf97185-93d9-45c0-8938-898f540982c9","108dafd3-dee0-4d90-9db1-2954841ac9cf","038f9ad6-a743-4ad5-b1cb-68a004755cf5","2025-11-23T02:14:33.400Z","completed","paid","","2025-11-05T03:34:07.624Z"
"78d015d8-2e66-47b2-bd53-7f5959b23d31","ff3a1f8c-cf3d-44fb-bbf5-b10793c3aabc","b3797f92-b2ef-43b7-aadf-3f0fcea67d23","dded08bf-34eb-47bb-b4b1-daf3f7638c6b","2026-01-06T23:09:33.357Z","confirmed","unpaid","","2025-11-23T12:55:05.042Z"
"5384f75d-2b7c-4210-b33b-72828202b1a5","e0338f95-e79a-4af6-815b-08026d9237af","26fe7891-f86a-4d26-a066-d93aa310364e","1ef941c4-e51f-4066-90e4-2b13a8c9973e","2025-12-20T18:05:19.496Z","pending","unpaid","که ایپسوم است کرد در متخصصان و سطر اساسا لازم جوابگوی.","2025-11-05T00:09:01.467Z"
"433cbe1a-53f4-4bc4-9467-d371932a88b6","115c395f-ca9a-466d-9c18-9f02c0de9367","c9f7d818-0677-490f-9c0e-fe9dbee7ae3f","00b5b9a0-65c4-4357-8ae1-94154e4ea3dd","2025-12-18T04:05:15.103Z","pending","paid","ساختگی شصت و سه درصد صنعت چاپگرها شرایط طراحان ساختگی اساسا کرد.","2025-11-28T06:48:58.007Z"
"8251eb89-06a3-4d9c-8120-f17e232a2650","a32fdf7f-8bd1-4db2-af99-1beeb263ca2d","8dcefe7a-8d18-421a-a8c2-e00222b01c0c","afb57d18-f700-4b42-983c-8239a77b0c34","2025-12-14T13:34:34.704Z","confirmed","unpaid","","2025-12-03T16:40:46.009Z"
"b4a6eb94-94b8-4cb5-9cca-02f0d1d00e71","29affde9-406b-4e11-9fe1-008a42789248","f775260c-08bc-4fef-b29e-7cce1db68696","9bac9a86-b617-4978-a38a-94099716eb61","2025-12-06T20:23:45.451Z","pending","paid","","2025-11-27T13:57:39.807Z"
"22a96d70-ef6d-4ac0-9374-eaacde86b734","11005ccd-2d6f-4a51-87fa-a9b14a6d4263","1c05b662-75c9-4032-a536-78ffd5a0db99","95d58116-7ab4-40a1-9d26-ef381a398019","2025-12-12T02:16:00.227Z","pending","unpaid","","2025-12-09T12:04:52.396Z"
"e1ac35e5-2cc4-4701-a26d-3bfbdf5f5860","a3e471dc-04bc-44ea-94a5-97fb2692b888","42c7e70f-300f-448d-8b0c-b3cebc08f3a6","eddc9800-1b24-43ad-84f8-a653a121974f","2025-11-22T06:35:55.687Z","completed","unpaid","","2025-11-21T15:54:09.274Z"
"ff0f6598-db79-4634-bcb9-d9b0ab3a4ea4","9bd8f2f5-9523-4a07-936c-3d6e232dfcd2","b6615b4a-db34-4a09-80b7-0512e8efd9cd","abc2df69-d409-42f9-9aca-c86ab7f97031","2026-01-03T05:48:04.487Z","confirmed","paid","گرافیک و فرهنگ پیشرو را.","2025-12-28T20:57:23.624Z"
"2dba47de-75d1-43b0-9b0f-c9df53a62efb","b79f7aa8-3c5d-4353-8a5a-f93b3a53281a","b46668d9-e248-45f9-a1ee-6f13d85584ea","6eb2ea21-1889-459f-8740-221c1e575580","2025-12-13T14:14:49.289Z","confirmed","paid","","2025-11-10T21:22:27.265Z"
"5b00e16c-8ce3-4434-9207-18ec12ad76a2","1edd2b84-1fbd-4fa9-b570-e19a25f72a34","91a4e993-d7fe-4970-bc60-7f78d30401ab","bc528d69-eaf6-487c-be10-978a968f6415","2025-11-06T11:45:18.521Z","cancelled","refunded","","2025-11-05T01:06:41.823Z"
"ef0d5031-01b2-475c-834f-271d4e96b068","a08dee7d-95f3-4f9d-8ce4-16d7feb51175","fa0e5425-488c-4b59-b621-c907a54db6d4","8e5459a1-822b-4130-ae75-3b08803af605","2026-01-11T19:47:49.086Z","pending","unpaid","اهل فراوان کتابهای روزنامه..","2025-11-22T23:36:40.986Z"
"a2bc4be6-04bd-45c8-b32e-9ee8bed212bd","69a62ac3-3f3b-430b-b130-3db6e05ee902","c1d19300-31ba-435f-97cd-82b5bad123d3","dda07dc2-5c7f-49c0-b427-5bbbfbd08032","2025-12-01T16:10:14.221Z","completed","paid"," و زمان با، ساختگی در ایپسوم گذشته گذشته گرافیک و متون ایجاد.","2025-11-10T04:28:34.058Z"
"67039ef5-a840-4b46-b9e8-9757401b5a3e","973a69c7-1b89-42e8-abef-64cc6b4c9f11","9a3b9ee7-d77e-4989-bbf5-cc29d1685a47","509009e7-e08d-46cc-870a-b96339380f4a","2025-11-08T14:37:51.575Z","cancelled","refunded","","2025-11-06T03:19:10.533Z"
"09f2f233-6db8-4d42-bbd2-d9502c76ba15","2de7f800-ed19-4e99-9def-7c1448b1a5c6","5b89104f-ab5a-4918-a741-b5e4b32f13e3","75737108-653a-4c23-94ad-109a293a3763","2025-11-12T15:41:54.085Z","completed","paid","","2025-11-12T14:33:59.583Z"
"6c575e52-3f9b-42f3-8d9b-189503d11aa6","7fa9c5c3-4686-4327-ade5-45c72c0ae454","054182eb-26b6-4c5f-85b2-675c4523b0fe","17b7a80b-4fd3-45a1-ba2d-be5e74677ca9","2025-11-13T13:06:53.427Z","cancelled","refunded","","2025-11-06T19:22:25.837Z"
"cb771c6d-1b4f-445b-88b0-ae6671888be4","3c8520f1-7e43-4786-ac5a-b2b7a88c7099","f3f4b8f7-3897-43ce-a891-7cd831c3c697","5d1b5199-07e2-49b9-86c2-870d7f2216be","2025-12-02T05:47:32.113Z","completed","paid","","2025-11-13T01:41:49.116Z"
"d96e4ea5-d155-40bf-824f-64112206cba5","c1540685-a0f8-4d8e-b16e-e4bdf27326f7","4776a7f4-6f44-4525-af1a-3d7abe5ee320","0447de6d-4177-4bf7-a35e-a2bb02a4eefc","2025-11-26T05:59:13.032Z","completed","paid","سخت شامل و مجله متخصصان.","2025-11-09T11:49:50.223Z"
"3725e49d-f0bb-4fab-848e-1c5405b47151","659f2b80-d1dc-4256-89bd-4714c6d5121e","c9997301-772e-4886-8dec-3b7b83c5ce1b","30c2968c-73e8-4301-974f-a7c500c1df28","2025-12-01T00:40:44.856Z","cancelled","refunded","","2025-11-04T16:25:08.384Z"
"470771c6-8541-4843-b65f-64dcb91a4e4d","cbed13a4-8c82-4c55-ba9b-58800e91ef3d","90300a96-fa5a-49de-b36f-9674289cee49","f67fe235-5c35-4ac0-9c9a-29bdd0d09dfc","2025-11-26T15:20:26.783Z","cancelled","refunded","ایپسوم داشت گذشته و برای.","2025-11-06T06:20:42.886Z"
"3555fa90-05ed-4acb-8635-eabf02a3d85c","12971863-f6a8-4543-b436-f4242f69375b","1c4ea9ac-3b20-4255-b800-a7893f1dffec","3e73e252-fcee-4933-9e3b-20959cff8362","2026-01-14T14:32:41.268Z","confirmed","unpaid","","2026-01-04T09:08:17.716Z"
"fb131640-7a62-4731-87f3-55fde26a27f9","69a901b8-5690-4db4-a0b6-b7d7389cec6b","7f1d95ba-c1e4-48ad-b363-01e6b341f4af","30c2968c-73e8-4301-974f-a7c500c1df28","2025-12-17T21:41:41.542Z","confirmed","paid","","2025-11-22T10:32:54.527Z"
"1a6d509b-55bf-42ff-bd38-6038daa38489","27f1c81f-3520-4e52-b553-55cb91aa9b7b","42c7e70f-300f-448d-8b0c-b3cebc08f3a6","db13b190-63b3-4720-aeb4-ec3aa4e5013a","2025-12-24T15:13:07.642Z","pending","unpaid","","2025-12-13T08:36:38.364Z"
"bc519afc-e0e2-46b0-89ca-e29f51c1f95e","9f6ddd2f-565f-4337-b122-5ac9cc2e94dd","5ce7f1f6-92d3-41b9-bb65-b47f721059a3","526f197e-cc03-41d2-aef1-6659e995fea8","2025-11-11T22:20:46.576Z","cancelled","refunded","","2025-11-05T16:49:25.441Z"
"f6f29afe-9221-4232-a700-1379652fcfe1","3624d49b-bc4e-4acf-b38a-2052853ce033","78a9ee73-73e5-4b73-af60-98d3119be5ec","73468160-bc8a-47e2-8b45-b844e7fffd11","2025-12-29T23:50:54.423Z","pending","paid","","2025-11-14T22:13:29.493Z"
"b0ad07e7-defd-4ce6-be7b-59831c9a96f0","1cbc0be3-f925-4ae3-a3ab-14293a7d395a","cb8433e6-64c5-4feb-af36-aa8a16ba4051","77517fc1-ba21-49be-8e76-e2b85cc80485","2025-12-18T23:27:22.743Z","confirmed","paid","","2025-11-29T19:28:00.651Z"
"7363849c-0c56-4137-bce7-e0a5366e2e67","1edd2b84-1fbd-4fa9-b570-e19a25f72a34","ac201aa1-cff0-477b-b9df-fe4b4f3906c7","ced44607-3884-441b-8888-38efd448a2ab","2025-11-11T18:45:11.213Z","completed","paid","","2025-11-06T03:40:16.318Z"
"f12b72fb-7367-481f-91d1-4314f19f57eb","11fbe3f1-5bca-4b97-924f-7daff34a7900","e7f408b7-a557-44a2-bc1c-f8c7278d0e0f","ab137512-cbce-464c-b608-1018c429f565","2025-12-28T07:38:55.800Z","confirmed","unpaid","","2025-11-18T19:49:38.391Z"
"9bf18601-b489-4433-9235-87441d581f0f","6fcee73e-0b0e-47b2-8a0c-3e24b4c9112f","2a7e66ff-b432-4b7c-8a7c-ff138aee4def","64381a72-80cf-4769-9eb1-fe664d221c4d","2025-11-29T09:46:20.707Z","completed","paid","و با که متخصصان.","2025-11-13T09:19:28.415Z"
"cc25528e-32c8-452f-b449-8dc80376a73a","2ba18025-df2f-4fa1-8c2e-cddb9ef902d1","956a9f08-b089-4835-9a94-f0ec2d5f6b86","7721b70e-516c-41b9-8650-7a57f884df0d","2025-11-14T21:07:46.591Z","completed","paid","","2025-11-05T05:31:04.173Z"
"ae69ad3a-baaf-41cf-a7e4-1c03ee2153ea","a2d07ff4-5307-4f7e-9160-1b7bf28ea7f2","da3ddc14-5a5b-4471-acfa-ed17bdf36d12","005794f7-0a00-4b29-9518-386365d53d0a","2025-12-28T22:59:17.914Z","pending","paid","مورد حال تایپ تا با، ساختگی و دشواری چاپ گرافیک متنوع.","2025-12-27T12:16:21.024Z"
"cfee2a5c-129c-4da1-a477-38c2bd9047bb","9b115009-128d-4604-97e6-0c7a92ff3e21","bf142cb9-8e15-4269-b518-1c500217756a","8fdfc49e-3362-4306-8fb4-e5f65f178ae4","2025-12-25T03:42:00.270Z","pending","unpaid","","2025-11-16T16:12:38.186Z"
"820e46b2-1a6f-4a8e-bafd-346ca5b86196","0af50e05-a028-4bc9-a618-fb92baa71458","17a4265e-9d3b-4c00-9c9e-45173c88d7b6","e20d3c4b-2854-48f5-81c3-dd44c7f69354","2026-01-16T15:48:42.009Z","confirmed","unpaid","","2025-11-12T10:30:01.585Z"
"16cfc198-f83c-4ce8-b2e8-477f59d3cd94","7e159589-eecf-451f-83f0-fab055fee56f","236c1ed2-a5ca-41da-9753-c7c6ff1562f1","26043832-0585-4309-9b0a-541ddab60c80","2026-01-21T16:59:44.693Z","confirmed","paid","","2025-11-28T08:21:59.246Z"
"b9e9c00c-0b24-4e8a-9fff-d18f65e9e3e0","3c833a01-f128-4d44-aec4-1b46fe76fc1f","ad715d8d-ae37-446d-9318-0e1b441ee7d8","847fe70b-6908-42a5-ac89-d714547d4a56","2026-01-11T02:11:25.885Z","pending","unpaid","","2026-01-08T07:06:06.475Z"
"348a7c02-a047-4cd0-866a-7f84d6f4cb0e","11d2ff19-63c1-4919-93ec-c42c830513f0","09f88eea-e183-4f63-a93d-c81fa9e9a563","d5142a63-ecfd-4e1f-a3d8-eae7c371acb5","2025-12-22T22:32:27.496Z","pending","unpaid","","2025-11-13T12:15:19.252Z"
"a473cf9c-b5dd-46f1-8f4f-9d0fd5aef829","197cb254-4bdf-4405-a8cd-bdd7f6a8fa13","ea9d286a-b9c0-4527-ba3e-c3fa96dd935e","fb7525a0-bd1e-4857-ac09-27d140fb7735","2025-12-11T00:19:50.000Z","confirmed","paid","","2025-11-19T14:54:10.273Z"
"54532f61-7b55-4126-af0d-2edbf0a75bf7","321fc7ed-abf3-4084-8c9b-4db7ab16f482","3f4a37d1-3336-4288-ae49-1c5907bf734c","52809520-dff0-430b-9c1b-ecf5a848dd80","2025-12-06T08:10:51.851Z","confirmed","unpaid","","2025-11-12T10:40:47.144Z"
"e664c00c-b254-4099-af5c-7014cd1766e4","4a0bd4f1-5887-433d-b75c-a90be921b0c5","c12ec041-b207-4ec7-966d-78666ece71d8","cf3d6233-543f-4dd5-acc5-2b752c9ba3d7","2025-12-22T23:29:55.368Z","pending","paid","","2025-11-25T02:24:20.348Z"
"73259801-7777-481b-87d4-5f8f3635303a","d4eb6a35-fdc4-4096-a504-51a5fe44585e","9c401012-6aef-407f-aa17-ec045bbf1e56","86b67133-95e3-4f8e-a8f2-5a2e64b6978b","2025-11-22T03:46:05.597Z","completed","unpaid","","2025-11-11T20:00:12.586Z"
"de466a88-b84a-4daa-ba10-799920222867","14935681-310c-4f1e-a7dd-747181115be7","956a9f08-b089-4835-9a94-f0ec2d5f6b86","9a61410c-7c71-46e7-bc12-8a406b39282a","2025-12-07T04:18:41.545Z","confirmed","paid","اساسا کتابهای در که، نامفهوم، تولید.","2025-12-06T20:28:46.431Z"
"3a3518e3-a0dc-499d-ba99-1b15c1cbd7c3","d6143c57-55eb-4af1-9d9a-631285142e62","f775260c-08bc-4fef-b29e-7cce1db68696","83f0065d-b836-43e6-a283-412537c8ab1d","2026-01-20T07:32:25.902Z","pending","paid","","2026-01-08T14:33:23.272Z"
"e0ac401d-71b3-443e-9e23-076b84d691d4","bf4b53c6-302d-4114-8e04-334d40b1c483","17a9eb58-ef59-49f9-bd02-282d447e5d25","c83fab65-6bd7-46af-b302-2d1f32f4a0f2","2025-12-08T21:47:32.652Z","pending","paid","تولید نرم افزارها ساختگی متخصصان آنچنان نرم افزارها طراحی رایانه ای ایپسوم آنچنان.","2025-11-13T23:44:02.811Z"
"90891dee-dae4-448d-965f-ed08ab00c90d","b4096500-a55e-4387-8105-634d5acc524a","e4b4856c-edd2-4dca-b286-f21060c3c7ed","2053fe59-15e4-450c-917f-411657e09297","2025-12-28T19:39:43.581Z","confirmed","unpaid","","2025-11-07T03:42:10.280Z"
"ccce28b3-28af-4cee-8a66-61fa79ea3750","6f94e022-1c10-49af-a656-c27a02de8c62","9d5154d4-6232-40c2-9122-42774ab4a859","2389aeb5-c35c-4e5f-b807-8458ae5142f6","2025-11-12T20:48:43.937Z","cancelled","refunded","","2025-11-09T18:10:02.305Z"
"0bbbd715-c296-4485-9684-0a189316f204","a453ece7-d682-4f8f-b5b3-8b6ec49e1df4","9e93d3a8-f681-408d-a96f-3338f443aacf","d89c6ae6-7094-41a9-b62a-b3ba3a06ca34","2025-11-20T03:22:02.373Z","completed","paid","","2025-11-13T22:12:02.588Z"
"dc99110f-1842-467b-aaff-80b941c2dfb8","62aceb5f-029e-4014-8b04-3a500e7e8470","19271893-e12a-4928-9e2b-90265997ed8c","0266ce4c-1850-415d-b6ea-091a822c889c","2026-02-03T08:31:00.148Z","confirmed","unpaid","","2025-11-19T08:42:36.840Z"
"c912fa43-9452-400e-8b92-3190cd8b193c","0d943c4f-b21a-4f7f-8dfe-220896acb0e1","41744378-78f2-4bd8-96bf-563654aba24e","b1b0e1b0-4438-4ffb-b9f9-f6fa26cee3ee","2025-12-28T00:30:56.566Z","confirmed","unpaid","","2025-11-12T18:24:48.653Z"
"7b79997b-925d-418b-b9c4-5447925c62ee","6f487e13-3b03-43a0-9ade-3db486a024ea","6fa4d0f9-ff6e-4b03-95f0-2c3fa1240b81","8bc67c1a-ef54-4684-b244-edea94153a59","2025-12-20T05:31:55.239Z","confirmed","paid","","2025-11-30T12:12:24.314Z"
"09293b9e-79f1-48d4-ab49-97fa4c9647ab","0d4b0978-f704-45d2-a0cb-885b08269972","1c05b662-75c9-4032-a536-78ffd5a0db99","fb550eeb-42f7-40d6-bb73-367655044eb0","2025-12-31T02:40:29.914Z","pending","unpaid","فعلی و فرهنگ پیشرو تمام تایپ.","2025-12-18T09:13:41.161Z"
"74eaa4a0-a9a6-4e70-9030-1aa17aa0fcb4","792c14ca-95b3-4cb2-8a93-ef75ecda6cb5","9b1cd64e-5931-48ff-8abc-a1510d793f23","930bac15-d45a-44d2-a13d-f5cfec7168f8","2026-01-14T16:29:25.627Z","pending","unpaid","","2025-12-27T13:40:57.271Z"
"d90031d7-2a3f-4ff5-81e1-b61a66d62e14","039333db-b65b-4f68-bbbb-8c17c8dabbd3","a9f9acc8-4d5d-479f-a1c4-fa65c2ffbb60","de33eebe-443f-4758-a068-e08f186e821b","2025-11-13T04:33:47.624Z","completed","unpaid","","2025-11-08T21:36:44.591Z"
"3af1ed17-e59f-4420-aec9-fdf9aecee5f6","76dca485-f38a-4c98-a0cd-fa23cb346534","fa0e5425-488c-4b59-b621-c907a54db6d4","65d05864-1a35-4e03-819c-857c27272372","2025-12-14T05:26:40.561Z","pending","unpaid","","2025-11-26T03:25:07.219Z"
"ccfbba32-0355-4750-8189-992ed2fe5baf","30caa550-2542-4eff-89fd-aef4c07619b1","8a8fc86a-a8ef-4098-bfb6-d4790a915f05","cd1b9cd0-d927-4948-af0b-f281c336e269","2025-11-10T19:15:06.802Z","cancelled","refunded","اهل نرم افزارها مورد لازم قرار گیرد و مجله نرم افزارها کرد فراوان طراحی.","2025-11-06T15:19:00.879Z"
"efa15f06-dd85-461f-bd1d-8d2aea451b54","858eb026-fa58-42b8-9b9d-7fd22729d26b","6d59dca5-3e41-4a0f-a144-c898f70907a3","f3ba5334-3b3d-4c04-8f6b-4d00eb1ee8ab","2026-01-28T21:22:56.042Z","pending","paid","","2025-12-05T20:16:44.976Z"
"6557708f-c73d-410b-94e6-202e4a73dec8","1b66fe96-4194-4235-89c8-5c6027a25deb","1e887148-a13a-4b1e-a382-713eeafaec58","fbff783e-2b6e-4809-a42d-4d431efabc40","2026-01-18T03:19:37.131Z","pending","unpaid","","2025-11-04T21:52:24.223Z"
"4f8ddf9d-a574-4192-bcca-a19e6276ab33","c267f573-1373-4e18-adf5-1deeaa9121f5","6b41a8fe-fc07-480e-99d6-fdd228fb8459","b85a8bc7-e410-47f6-b6e4-1c286cb466c5","2026-01-18T11:03:34.687Z","confirmed","unpaid","تمام ارائه از حروفچینی.","2025-12-11T09:05:05.654Z"
"685703a1-e694-4f21-9077-977bb9c56a83","0fbc2c37-35c3-4371-8d50-9e3fe419db12","f50100f8-7e5e-4898-bc21-f69464af9088","17b7a80b-4fd3-45a1-ba2d-be5e74677ca9","2026-01-27T11:03:38.802Z","confirmed","paid","و آینده متخصصان و برای.","2026-01-18T22:56:20.451Z"
"19274aea-baf9-4efd-b21d-7585cedefc95","61b6ba3e-2ce9-4fed-843a-51a9cfcc243a","054182eb-26b6-4c5f-85b2-675c4523b0fe","58dccb6e-15f8-4145-b1ff-5ccaa210c871","2025-11-16T03:44:49.354Z","cancelled","refunded","بهبود زیادی روزنامه. ابزارهای کاربردی چاپگرها تولید.","2025-11-15T10:44:58.100Z"
"5f0cac1e-307c-44f4-b1c6-4bf6bf6b1c33","7b460fb6-3380-4f86-815a-e9e2d5138fd8","a1dbf866-fbcd-428b-b41d-a6ceadcd02ac","2072bb3d-ffbe-4360-87ae-49218ef24652","2025-11-22T12:17:04.533Z","completed","paid","","2025-11-11T19:56:30.658Z"
"4240400d-4422-4c00-bb41-13023aa3be97","86e024c2-7a83-4b06-867e-952101450595","54b37827-17e4-4f0c-8b0f-99cdf0eedcc0","01855427-5623-4fe2-bd65-7f59b2302899","2025-11-07T21:20:43.422Z","completed","paid","","2025-11-06T15:40:55.974Z"
