rating,comment,appointment_id,customer_id
"1","کارشون خوب بود ولی فضای مطب کمی تنگ بود.","cfee2a5c-129c-4da1-a477-38c2bd9047bb","9b115009-128d-4604-97e6-0c7a92ff3e21"
"9","خدماتشون عالی بود، فضای مطب هم دنج بود.","820e46b2-1a6f-4a8e-bafd-346ca5b86196","0af50e05-a028-4bc9-a618-fb92baa71458"
"7","جلد صورتم یک هفته بعد کاملاً شفاف شد.","16cfc198-f83c-4ce8-b2e8-477f59d3cd94","7e159589-eecf-451f-83f0-fab055fee56f"
"4","کارشون خوب بود ولی رفتار پذیرش چندان مناسب نبود.","b9e9c00c-0b24-4e8a-9fff-d18f65e9e3e0","3c833a01-f128-4d44-aec4-1b46fe76fc1f"
"1","کاش قبل از کار بیشتر مشاوره می‌دادن.","348a7c02-a047-4cd0-866a-7f84d6f4cb0e","11d2ff19-63c1-4919-93ec-c42c830513f0"
"2","ماساژشون واقعاً آرامش‌بخش بود.","a473cf9c-b5dd-46f1-8f4f-9d0fd5aef829","197cb254-4bdf-4405-a8cd-bdd7f6a8fa13"
"6","احساس کردم که واقعاً متخصص هستن.","54532f61-7b55-4126-af0d-2edbf0a75bf7","321fc7ed-abf3-4084-8c9b-4db7ab16f482"
"6","پوستم بعد از جلسه سوم کاملاً یکدست شد.","e664c00c-b254-4099-af5c-7014cd1766e4","4a0bd4f1-5887-433d-b75c-a90be921b0c5"
"4","ماساژشون واقعاً استرس‌هامو کم کرد.","73259801-7777-481b-87d4-5f8f3635303a","d4eb6a35-fdc4-4096-a504-51a5fe44585e"
"1","اولین بار بود لیزر می‌رفتم، خیلی ترسیده بودم ولی خوب بود.","de466a88-b84a-4daa-ba10-799920222867","14935681-310c-4f1e-a7dd-747181115be7"
"8","جلد صورتم یک هفته بعد کاملاً شفاف شد.","3a3518e3-a0dc-499d-ba99-1b15c1cbd7c3","d6143c57-55eb-4af1-9d9a-631285142e62"
"4","احساس کردم که واقعاً به کیفیت کار اهمیت می‌دن.","e0ac401d-71b3-443e-9e23-076b84d691d4","bf4b53c6-302d-4114-8e04-334d40b1c483"
"4","خوب بود ولی فکر کنم یه کم گرون بود.","90891dee-dae4-448d-965f-ed08ab00c90d","b4096500-a55e-4387-8105-634d5acc524a"
"0","کارشون خوب بود ولی رفتار پذیرش چندان مناسب نبود.","ccce28b3-28af-4cee-8a66-61fa79ea3750","6f94e022-1c10-49af-a656-c27a02de8c62"
"7","کاش قبل از پرداخت بیشتر توضیح می‌دادن.","0bbbd715-c296-4485-9684-0a189316f204","a453ece7-d682-4f8f-b5b3-8b6ec49e1df4"
"4","خوب بود ولی فکر کنم دستگاه‌ها قدیمی باشه.","dc99110f-1842-467b-aaff-80b941c2dfb8","62aceb5f-029e-4014-8b04-3a500e7e8470"
"4","احساس کردم که واقعاً به کیفیت کار اهمیت می‌دن.","c912fa43-9452-400e-8b92-3190cd8b193c","0d943c4f-b21a-4f7f-8dfe-220896acb0e1"
"9","احساس کردم که واقعاً به کیفیت کار اهمیت می‌دن.","7b79997b-925d-418b-b9c4-5447925c62ee","6f487e13-3b03-43a0-9ade-3db486a024ea"
"3","ماساژشون واقعاً دردها رو از بین برد.","09293b9e-79f1-48d4-ab49-97fa4c9647ab","0d4b0978-f704-45d2-a0cb-885b08269972"
"6","فقط یه نکته منفی: کمی سر و صدا داشت.","74eaa4a0-a9a6-4e70-9030-1aa17aa0fcb4","792c14ca-95b3-4cb2-8a93-ef75ecda6cb5"
"5","خیلی راحت بودم، هیچ استرسی نداشتم.","d90031d7-2a3f-4ff5-81e1-b61a66d62e14","039333db-b65b-4f68-bbbb-8c17c8dabbd3"
"3","خیلی خوب بود، دوباره قطعاً می‌رم.","3af1ed17-e59f-4420-aec9-fdf9aecee5f6","76dca485-f38a-4c98-a0cd-fa23cb346534"
"6","خوب بود ولی فکر کنم قیمت یه کم بالا بود.","ccfbba32-0355-4750-8189-992ed2fe5baf","30caa550-2542-4eff-89fd-aef4c07619b1"
"0","کاش قبل از کار بیشتر مشاوره می‌دادن.","efa15f06-dd85-461f-bd1d-8d2aea451b54","858eb026-fa58-42b8-9b9d-7fd22729d26b"
"7","پوستم بعد از جلسه سوم کاملاً یکدست شد.","6557708f-c73d-410b-94e6-202e4a73dec8","1b66fe96-4194-4235-89c8-5c6027a25deb"
"1","خدماتشون حرفه‌ای و باکیفیت بود.","4f8ddf9d-a574-4192-bcca-a19e6276ab33","c267f573-1373-4e18-adf5-1deeaa9121f5"
"3","ماساژشون واقعاً دردها رو از بین برد.","685703a1-e694-4f21-9077-977bb9c56a83","0fbc2c37-35c3-4371-8d50-9e3fe419db12"
"3","خوب بود ولی فکر کنم یه کم عجله‌کاری داشتن.","19274aea-baf9-4efd-b21d-7585cedefc95","61b6ba3e-2ce9-4fed-843a-51a9cfcc243a"
"9","خیلی راحت بودم، هیچ استرسی نداشتم.","5f0cac1e-307c-44f4-b1c6-4bf6bf6b1c33","7b460fb6-3380-4f86-815a-e9e2d5138fd8"
"3","کاش بعد از کار راهنمایی بیشتری می‌دادن.","4240400d-4422-4c00-bb41-13023aa3be97","86e024c2-7a83-4b06-867e-952101450595"
"0","احساس کردم که کاملاً به من اعتماد دارن.","cf369e59-7ffd-4ecc-ae3c-cfb5b8c2707d","608ade0a-130f-48ff-8664-a07ed3c2cb2d"
"5","احساس کردم که واقعاً به کیفیت کار اهمیت می‌دن.","c859bd51-9c85-489b-9dc2-3f6dbf959494","a5588c39-a805-472b-8f14-780d44b9f1bc"
"1","خدماتشون عالی بود، فقط رزرو سخت بود.","c1839376-1191-4eef-8bce-c54b57d51ba1","093d2dbd-c3af-4b9d-a23f-0ff75f47577d"
"7","ماساژشون واقعاً دردها رو از بین برد.","54878226-1386-4b72-ab00-055f5809b656","25a10df4-8b5c-4823-a2ab-d01448c6f78d"
"0","احساس کردم که به نیاز شخصی من توجه کردن.","eb2b0daf-eb1e-4f9e-8c18-b4950984e4ba","cc866e53-6395-44a9-933b-39ef09a40daa"
"0","فقط یه نکته: کمی دیر کردن.","fd13b0b9-f91d-41a6-a534-488e3ea595f7","efc13088-5e33-4dda-8f53-91152701146c"
"8","ماساژشون واقعاً آرامش‌بخش بود.","7fe74bf4-443a-4485-95d7-00a1fd6fce5d","2a500e36-5814-44b6-9e61-e40e469f9183"
"1","جلد صورتم چند ساعت بعد کاملاً آروم شد.","43d73632-ee94-4b63-b7e6-676d11bf8b06","1bd658c6-0a31-49da-9fa4-e323bad4e844"
"9","احساس کردم که کاملاً به من اعتماد دارن.","bb292b8a-0c1b-4b78-83e1-12aa688a7cdc","1f8180ba-ef8c-4d25-b86e-2e66a20d09b3"
"4","پرسنل خیلی مهربون بودن، فضای مطب هم آروم‌بخش.","a421663c-4343-44ea-a41d-edabf31046c8","3cd186e0-d4f7-4913-8f91-afc8655229e6"
"7","احساس کردم که واقعاً به کیفیت کار اهمیت می‌دن.","c5b7da73-cca1-4102-9799-15bb5d2dd4a1","d7a33a06-c85a-4bfa-896a-1b90595ac1e5"
"6","فقط یه نکته: کمی دیر کردن.","04eaf218-3332-4b76-9e6c-388df63c0bff","2e49f396-eed8-4969-adb2-89850c065dd2"
"9","خوب بود ولی فکر کنم یه کم گرون بود.","512f0557-ade9-4172-8bee-9d2edcbb0a2d","ec07a4ee-c641-4ed0-bb92-9901430c5a1c"
"4","جلد صورتم یک هفته بعد کاملاً شفاف شد.","aa8922b3-e3cb-4b93-94e6-e66917aa8b34","981357a0-7182-4f0c-8a51-cf93fb577550"
"9","کاش قبل از پرداخت بیشتر توضیح می‌دادن.","c8200bc4-0ea2-4953-92c4-42a058417e74","c4794d4f-6394-49c0-a58f-dbaa66d41287"
"4","فقط یه نکته: کمی دیر کردن.","13f96b03-96c6-4fbf-8cac-42faa1bd142e","0f7439ff-078d-4f05-b0e5-7a9e77a73447"
"4","خوب بود ولی فکر کنم قیمت یه کم بالا بود.","7916396c-6ffd-4ebc-91aa-c685fff2062b","50167215-657c-4977-afad-b8d143ab412c"
"2","کاش قبل از پرداخت بیشتر توضیح می‌دادن.","5b9b1452-a186-455a-92d5-b1a7335391b8","6b9c0841-c7b7-424f-9c8f-ebfbbeed2749"
"0","احساس کردم که به نیاز شخصی من توجه کردن.","e4ad8dd2-9f92-4c2e-ad7e-13047826ac2a","911d7508-8e29-46cb-bebf-3521efb4cee1"
"0","خیلی راضی‌ام، به همه دوستام گفتم.","8b9b0dae-52a8-4049-85d4-ea9d9a70a096","10f87de5-a1d6-492a-aa94-0448e475aec9"
"0","کارشون خیلی دقیق و ظریف بود.","9b4bd24a-a432-44f9-afda-33ed287701d6","e8b9388d-e80c-402f-8dbf-67f90129b090"
"9","ماساژشون واقعاً آرامش‌بخش بود.","10fc700b-86f8-4233-9a5a-fad274f5b2a7","8cd38039-ef2a-477e-bf22-acf24eb21940"
"5","احساس کردم که به نیاز شخصی من توجه کردن.","9287ec44-83d3-40af-88c4-8f4496d70100","49394e99-be78-4161-b9c1-04d78b2f2949"
"9","خوب بود ولی فکر کنم یه کم عجله‌کاری داشتن.","187c0384-5ed0-4751-8a94-7264935bcce9","1bd658c6-0a31-49da-9fa4-e323bad4e844"
"0","فقط یه بار رفتم ولی حتماً تکرار می‌کنم.","35748738-bc9c-49c9-a61e-80e46fcc7c0f","3bab744e-b959-4ef6-b43d-90233b2b6d20"
"6","خوب بود ولی فکر کنم نیاز به جلسه چهارم دارم.","d54ff0ea-efe1-48ad-98ea-1621bd36bef2","dab26c3b-a381-4e78-a283-41fd3f569eaf"
"7","کارشون خیلی تمیز و دقیق بود.","bbefc1ee-ca3c-4335-9555-da0bbab7d88b","5287b92f-7e63-416f-bb03-ee2767e5e730"
"0","خیلی راضی‌ام، به همه پیشنهاد می‌دم.","a77dad99-4115-4daa-b6f0-be3de4673845","d302dc03-bf3a-4598-a816-ebfbf4e886fe"
"9","احساس کردم که واقعاً به کیفیت کار اهمیت می‌دن.","d72eb118-a7d8-48c8-b8d7-d0288b804520","43ea8561-706d-4cda-aa5c-7389c9fac7b4"
"5","پوستم بعد از لیزر واقعاً روشن‌تر و یکدست شد.","ba7bf447-91d4-4781-b277-5727786234a7","a963630f-4f53-492c-8991-831cf716d310"
"0","خوب بود ولی فکر کنم قیمت یه کم بالا بود.","0f9060c5-a8e1-4db2-84b9-7805608311a2","1aa05649-0f69-4ab0-8396-df9421f4e08b"
"3","کاش بعد از کار راهنمایی بیشتری می‌دادن.","f1998db9-2080-407f-b777-b50c3ec27ba5","333f0fef-0ef8-4e97-a777-a3fd45212ed8"
"2","فقط یه نکته منفی: کمی سر و صدا داشت.","afaf9c60-9573-41ce-a232-7c97f82daeab","fecfd741-9c4f-4519-bfa7-98e71d9fded0"
"5","احساس کردم که واقعاً به کیفیت کار اهمیت می‌دن.","827309f9-90ae-4219-aca4-ecd7bb0ff702","deb25a2c-52f6-4b46-a263-c1be55b12f1a"
"3","خیلی راحت بودم، مثل اینکه دارم با دوستم کار می‌کنم.","adee419f-2e34-4e99-b2e6-f0b36bc9ae8e","f0cb4b45-cc1c-40cf-80f1-4f130b070fbf"
"8","ماساژشون واقعاً آرامش‌بخش بود.","a227660c-6359-4641-9a93-216a0d423e66","1e362c43-b267-4eab-8a8a-0fcbb09b439d"
"7","خدماتشون عالی بود، فقط رزرو سخت بود.","350b8a54-7b48-454f-84fd-cad16f443701","bf4b53c6-302d-4114-8e04-334d40b1c483"
"9","ماساژشون واقعاً دردها رو از بین برد.","1b738ec4-40c4-41e3-96c0-92800813398b","81e073ce-d069-4f4f-86d2-8dca99acaccd"
"4","خیلی راضی‌ام، به همه دوستام گفتم.","f563b0aa-5b32-4273-a1a6-e3e5b4076f8d","35d9fb78-7243-4bf3-a9ab-2982a863d0b8"
"8","کارشون خوب بود ولی رفتار پذیرش چندان مناسب نبود.","b1634621-aab5-4e18-b3f9-46c34327d237","deb25a2c-52f6-4b46-a263-c1be55b12f1a"
"6","ماساژشون واقعاً آرامش‌بخش بود.","66dafaac-6893-41db-99ea-e1fbb30d2267","d57d662e-84a9-43a3-9e94-5e2998cca747"
"0","جلد صورتم یک هفته بعد کاملاً شفاف شد.","1248395d-29d7-44fb-8316-3560a1b501ce","e3a77fb7-4df0-4df3-bc51-726c700a7a60"
"3","خوب بود ولی فکر کنم یه کم گرون بود.","119e5d04-40b9-4f39-a47f-a63dc28ac775","95f3141f-8720-4c03-971c-982c9594c0aa"
"8","خیلی راحت بودم، هیچ استرسی نداشتم.","c13d23b9-756d-4101-88b2-83cc62d79804","12fdd38a-3a1a-417a-abce-7166af7f1baf"
"6","احساس کردم که وقت منو ارزشمند دونستن.","28a7fc25-0cf3-4956-a375-83a199d3ec37","c56c1df3-c49c-4027-8d45-1f567a029c72"
"3","کارشون خوب بود ولی فضای مطب کمی تنگ بود.","0bc61443-ec02-429b-b7f8-db9d5cf6ccbc","d6162607-5d1a-48c1-8205-e4958080ccdc"
"8","خدماتشون حرفه‌ای و باکیفیت بود.","988ff663-86ac-4c16-ab34-cbcf98d89906","9e59607d-4c91-433f-83d6-cb78119855e2"
"2","فقط یه نکته منفی: کمی سر و صدا داشت.","43be945e-e129-48fc-9666-56c4c3184683","5b6f0abb-8e8d-4f97-805d-00d5c4d33252"
"0","خوب بود ولی فکر کنم قیمت یه کم بالا بود.","82bdbe81-4c1e-480e-8cd3-82c79969a38d","abcda3b8-5bfa-4bef-bac6-c52d974260ae"
"5","خوب بود ولی فکر کنم یه کم گرون بود.","1df82d07-5a19-4504-a215-e72fa5b68af0","0af50e05-a028-4bc9-a618-fb92baa71458"
"9","احساس کردم که وقت منو ارزشمند دونستن.","15fabc00-9fe4-4878-8f52-a8ad49788217","bdbcd458-9051-4c0b-97cc-8898d8f96394"
"6","کاش قبل از کار بیشتر مشاوره می‌دادن.","bf6e8e38-4f3e-481a-85cf-722070e2b751","2b9deb80-0040-4a56-86a6-21e849e84d74"
"1","ماساژشون واقعاً دردها رو از بین برد.","e221c2a5-c103-492e-8cc5-12a49ce86e97","0af50e05-a028-4bc9-a618-fb92baa71458"
"9","خوب بود ولی فکر کنم یه کم گرون بود.","8b2e8a9f-6ed1-4f61-bc45-faf312c4d5e3","2786263d-53cd-4e6f-8243-070e8f1fe0b1"
"1","کارشون خیلی دقیق و ظریف بود.","233013e7-6471-42bc-892a-f0fc99881e85","c6a8e70b-de1e-4320-88e1-0dc04a1cebb5"
"3","خدماتشون عالی بود، فقط رزرو سخت بود.","980dd4f9-7d0f-4edb-b8fc-8d699f73706b","6f487e13-3b03-43a0-9ade-3db486a024ea"
"4","خیلی خوب بود، دوباره قطعاً می‌رم.","d297de2c-6e6f-4eab-9d95-b8fd9f29b17a","6a3ff861-40f3-402c-87f1-8f028965ebe4"
"9","فقط یه نکته منفی: کمی سر و صدا داشت.","7da62fc5-654f-47ce-937c-3a781318b624","1edd2b84-1fbd-4fa9-b570-e19a25f72a34"
"0","خوب بود ولی فکر کنم دستگاه‌ها قدیمی باشه.","7848f769-974c-4f14-b53f-c7226b681dbb","0f0d2b9c-27e1-4376-8538-e56aea8c26de"
"2","جلد صورتم بعد از جلسه کمی قرمز شد ولی گذرا بود.","a7c7cec8-b072-4663-8999-ce7da9e8c0b1","911d7508-8e29-46cb-bebf-3521efb4cee1"
"1","خوب بود ولی فکر کنم یه کم عجله‌کاری داشتن.","c1aec8d4-f082-431a-84b6-d7999218305a","1a7df2be-355d-4d07-ae9b-5bc0627d7b9e"
"2","فقط یه نکته منفی: کمی سر و صدا داشت.","91c3f413-7ffa-4e8e-955e-7b2b55607bb8","41285eb0-6f30-4b00-b5ef-50b739d66f98"
"4","کارشون رو تمیز و با دقت انجام دادن.","52c33d3f-063c-4bf4-8476-85bb26fb454d","10f87de5-a1d6-492a-aa94-0448e475aec9"
"3","خیلی راضی‌ام، پیشنهاد می‌کنم.","731b16c8-bb13-46e6-9a32-2331191aadb0","a162390a-8b4f-45eb-b129-c1d187a5f460"
"5","احساس کردم که کاملاً به من اعتماد دارن.","a3b0e70b-6bae-4ef9-9364-3a589d0effbb","ad0edade-5bce-4e50-b8bc-cbdeb224ba50"
"7","ماساژشون واقعاً آرامش‌بخش بود.","e7796bb1-9533-4ef3-a2fc-ef8ae26f6edd","41a05646-d715-4b4e-b4d2-ca99e0b42573"
"9","خوب بود ولی فکر کنم یه کم گرون بود.","73c4a7d3-98b4-4730-9d9a-e8bbd6e59b96","4bf1e1da-740d-4a6b-a349-da3bbbec9443"
"6","احساس کردم که کاملاً به من اعتماد دارن.","68cca332-5c44-418b-ac50-0b0903880500","5fdc7e0d-3686-4d14-96e3-08c063f0e757"
"5","خوب بود ولی فکر کنم قیمت یه کم بالا بود.","154704c6-7c72-4f7a-bcaf-ef80cf0a8dc1","264b5890-4fe3-442f-83f8-88c5fe783210"
"3","خدماتشون عالی بود، فضای مطب هم دنج بود.","1f20e209-a998-4e90-9b87-307cf88e51ea","9ea8249a-de47-4fb6-8ec7-cd55c41c9c70"
"0","کارشون خیلی دقیق و ظریف بود.","e3274108-305f-4d60-ac6f-2e935d16b061","b1affdda-262e-4d12-b54b-f293ec32c7e0"
"4","کارشون خیلی دقیق و ظریف بود.","3b2054c8-60df-4a6d-a0e5-ff3ad11f897e","a40fc518-7788-4774-9c46-30141efc319f"
"0","خوب بود ولی فکر کنم نیاز به جلسه چهارم دارم.","cba02ee6-02ec-48b6-a7a8-d20d746ab343","21788a2a-1204-499b-9dff-be9fdc858047"
"1","خیلی راضی‌ام، به همه دوستام گفتم.","6d5ae8d5-aa44-4488-b643-996333812b82","1aba8bf7-d94e-4c51-ba0d-b92845a41390"
"3","خوب بود ولی فکر کنم دستگاه‌ها قدیمی باشه.","09b3ee6b-fc99-4161-84d8-9127b7e38e6f","99f137b9-5f9e-4196-aa30-ccbd65398295"
"9","احساس کردم که وقت منو ارزشمند دونستن.","3f0d7ba4-5861-4b53-acd3-fe7b499d4c8b","34d08f55-ce7e-4031-af8e-f3b9cb28cd09"
"8","احساس کردم که به نیاز شخصی من توجه کردن.","98df4f6e-4eba-4be3-81e1-3c8d3861ea5e","ffeaf7fc-d16c-44df-bfa7-554b24920708"
