id,business_id,category_id,title,description,price,duration_minutes,image,gender_target,is_active,rating
"ff56faf6-4990-45fe-a3ed-faf3b04e805c","64e148d7-44af-41ee-b0c5-5051ec07e26f","LaserHairRemoval","لیزر کامل پا","خدمات پیشرفته لیزر برای حذف مو","1200000","30","https://picsum.photos/seed/ZXSWnv/932/634","true","true","3.1"
"f73638f4-ca6f-44bc-a60f-bfd2f6511469","64e148d7-44af-41ee-b0c5-5051ec07e26f","LaserHairRemoval","لیزر بازو","خدمات پیشرفته لیزر برای حذف مو","450000","68","https://picsum.photos/seed/5Sz1UeouM/657/3522","true","false","4.7"
"130d976c-59a5-4bc3-ac4b-4a9527aefe6b","64e148d7-44af-41ee-b0c5-5051ec07e26f","LaserHairRemoval","لیزر شکم","فناوری مدرن برای پوست صاف","550000","34","https://picsum.photos/seed/bnx5mOKNBe/2152/525","true","true","4.7"
"30c2968c-73e8-4301-974f-a7c500c1df28","64e148d7-44af-41ee-b0c5-5051ec07e26f","LaserHairRemoval","لیزر کامل بدن (پکیج)","حذف موهای بدن و صورت با تخصص","5000000","53","https://picsum.photos/seed/FGxEBo/3766/1934","true","false","4.1"
"e2ef44f5-6780-4ce3-9793-788d61ee68f7","64e148d7-44af-41ee-b0c5-5051ec07e26f","LaserHairRemoval","لیزر دایود (جلد تیره)","خدمات پیشرفته لیزر برای حذف مو","900000","71","https://loremflickr.com/1587/3610?lock=4537718409993554","true","false","4.4"
"d1ad8e26-88f4-4773-ab3a-fe6cd8d12b33","64e148d7-44af-41ee-b0c5-5051ec07e26f","LaserHairRemoval","لیزر شانه","حذف موهای بدن و صورت با تخصص","450000","16","https://picsum.photos/seed/Kel4tN/1814/1499","true","true","3.6"
"1a4c188b-f4e3-4742-8fe7-056e66b0fa9d","64e148d7-44af-41ee-b0c5-5051ec07e26f","PigmentationLaserTreatment","درمان لکه‌های پوستی با لیزر","حذف موهای بدن و صورت با تخصص","2000000","33","https://loremflickr.com/1061/3687?lock=8025231200668091","true","false","3"
"1cb78853-a876-41fb-b058-732a1104a946","64e148d7-44af-41ee-b0c5-5051ec07e26f","PigmentationLaserTreatment","درمان لکه با لیزر","خدمات پیشرفته لیزر برای حذف مو","1200000","70","https://picsum.photos/seed/r8FCKCRoU/1233/1971","true","false","4.4"
"a202053e-54d7-45de-8e51-80c68692a470","a6edf4c5-962d-4e69-8e3f-c02917a59d99","PigmentationLaserTreatment","درمان لکه با لیزر","درمان‌های ایمن و مؤثر","1200000","62","https://picsum.photos/seed/VFhm0/1753/598","true","true","4.9"
"183192b9-99eb-4ac2-b5e2-0d1c4435ba1c","8f52cdaf-3452-4547-b7b6-1b37be9a0b25","BeardTrim","تراش ریش کامل","مدل‌های به‌روز برای خانم‌ها و آقایان","180000","68","https://loremflickr.com/1027/3644?lock=5956400793151100","true","false","5"
"8bfc45f6-68d9-4fc0-a447-02d480ce0ec1","8f52cdaf-3452-4547-b7b6-1b37be9a0b25","BeardTrim","تراش ریش با تیغ سنتی","خدمات شخصی آرایش مردانه","220000","16","https://loremflickr.com/2383/2342?lock=5105536218659064","true","true","3.3"
"0ddcf48e-bc7b-4eca-a3a4-36b31445f149","8f52cdaf-3452-4547-b7b6-1b37be9a0b25","BeardTrim","تراش خط ریش (لاین)","اصلاحگران حرفه‌ای با تجربه","100000","61","https://loremflickr.com/3457/1733?lock=6691588417538349","true","true","4.5"
"71766bff-74f8-40c4-8e49-fe746ac7891a","8f52cdaf-3452-4547-b7b6-1b37be9a0b25","HairColorMen","رنگ موی سر","لیزر و درمان‌های ضد پیری","600000","51","https://loremflickr.com/234/3923?lock=7527870004189164","true","false","4"
"009fe81d-5267-4d73-ac60-cc303254b8b2","8f52cdaf-3452-4547-b7b6-1b37be9a0b25","HairColorMen","رنگ سفیدی مو","خدمات مانیکور و پدیکور","300000","74","https://picsum.photos/seed/rb3gjNd/3345/2022","true","false","3.9"
"0dba35b8-b789-414f-a78b-c098fabb3cba","bee71eea-f2c2-469e-9a50-c9328574b296","SkinTightening","هایفو (HIFU)","فناوری مدرن برای پوست صاف","7000000","16","https://picsum.photos/seed/zzF82E/2350/3650","true","true","4.5"
"21012aba-e522-46e0-98d7-9d4bbb196df2","bee71eea-f2c2-469e-9a50-c9328574b296","PlateletRichPlasma","PRP صورت","متخصصین معتبر در زمینه زیبایی","3000000","39","https://loremflickr.com/2975/1304?lock=1440647039423770","true","true","3.3"
"f589734c-c562-44d4-a686-7e62639fd47b","660777f1-310e-441c-b88b-8459719704e0","TattooDesignMedium","تاتو گل","متخصص در تاتوهای واقع‌گرایانه و هنری","2500000","48","https://loremflickr.com/2459/14?lock=3647743871722020","true","true","4.1"
"ef1993d6-d8a2-44de-b484-a481ec7692c4","660777f1-310e-441c-b88b-8459719704e0","TattooDesignExtraLarge","تاتو بسیار بزرگ (بیش از ۲۰ سانتی‌متر)","طراحی تاتو و هنر بدنی سفارشی","7000000","71","https://picsum.photos/seed/zuRZqW/780/719","true","true","4.9"
"447c410b-3eab-492a-aa22-19acc2108e7a","660777f1-310e-441c-b88b-8459719704e0","HennaDesign","حنا دست (ساده)","آرتیست‌های خلاق برای سبک‌های منحصربه‌فرد","150000","25","https://loremflickr.com/474/155?lock=2436825986320361","true","true","3.5"
"1bd97b98-6155-4e9c-becd-405322133184","660777f1-310e-441c-b88b-8459719704e0","HennaDesign","حنا دست (پیچیده)","متخصص در تاتوهای واقع‌گرایانه و هنری","300000","46","https://loremflickr.com/3767/1003?lock=8192761977725526","true","false","4.5"
"5de97785-9dd2-4f69-9648-09de0a1dffac","660777f1-310e-441c-b88b-8459719704e0","HennaDesign","حنا دست و پا (پیچیده)","آرتیست‌های خلاق برای سبک‌های منحصربه‌فرد","500000","16","https://picsum.photos/seed/kkTP1kbwrL/3188/3191","true","true","3.7"
"963caf05-6ab0-4793-9271-7138fb18b9e5","660777f1-310e-441c-b88b-8459719704e0","HennaDesign","حنا شب عروسی","طراحی تاتو و هنر بدنی سفارشی","1000000","60","https://picsum.photos/seed/DU8XFG/2222/2355","true","false","4.6"
"ad283895-3bdf-44e8-a1a3-f6d3bd7db3f4","660777f1-310e-441c-b88b-8459719704e0","HennaDesign","حنا با طرح هندی","آرتیست‌های خلاق برای سبک‌های منحصربه‌فرد","400000","50","https://loremflickr.com/1007/2957?lock=7589582964807599","true","true","3.7"
"5d32a480-da10-49cc-9dcf-276dc233834f","660777f1-310e-441c-b88b-8459719704e0","HennaDesign","حنا با طرح عربی","طراحی تاتو و هنر بدنی سفارشی","450000","32","https://picsum.photos/seed/ZGukRevEe/3006/3498","true","true","4.3"
"3a7431dc-f693-4d1f-a45d-9545212d7e38","660777f1-310e-441c-b88b-8459719704e0","HennaDesign","حنا با طلا","آرتیست‌های خلاق برای سبک‌های منحصربه‌فرد","1000000","47","https://loremflickr.com/3861/35?lock=8306606978439005","true","true","3.2"
"78f9a0f9-7e75-4463-8442-42ac4ccfaae9","660777f1-310e-441c-b88b-8459719704e0","HennaDesign","حنا برای کودکان","آرتیست‌های خلاق برای سبک‌های منحصربه‌فرد","150000","65","https://loremflickr.com/2349/3085?lock=92166745057855","true","true","4.2"
"bdacf12f-7855-411b-9309-ddc761aac3f5","660777f1-310e-441c-b88b-8459719704e0","HennaDesign","حنا موقت (با رنگ)","آرتیست‌های خلاق برای سبک‌های منحصربه‌فرد","200000","27","https://picsum.photos/seed/ev2H2nyx/3397/193","true","true","3.9"
"84b11428-1fe0-44fd-88a4-bf229ca4c946","660777f1-310e-441c-b88b-8459719704e0","PiercingEar","پیرسینگ گوش (هر گوش)","آرتیست‌های خلاق برای سبک‌های منحصربه‌فرد","200000","68","https://loremflickr.com/1701/872?lock=8270592206620534","true","true","4.4"
"149b46a7-13d0-4dbe-8f4f-99eb9ed50ae7","660777f1-310e-441c-b88b-8459719704e0","PiercingEar","پیرسینگ برای کودکان (گوش)","آرتیست‌های خلاق برای سبک‌های منحصربه‌فرد","250000","42","https://picsum.photos/seed/KqY3ccq/3059/2550","true","true","3.1"
"fd16d427-066d-4696-9f67-894e4e72814f","b3fd64af-f2d2-4364-94c0-6ad76b5c1e7d","BotoxInjection","بوتولینوم تایپ A (بوتاکس)","راه‌حل‌های زیبایی مبتنی بر متخصصین پوست","3500000","20","https://picsum.photos/seed/gHKpwyL/322/947","true","true","3.6"
"fbe4a144-9178-472e-9bb7-953ab770f3bd","b3fd64af-f2d2-4364-94c0-6ad76b5c1e7d","DermalFillers","فیلر خط خنده","درمان‌های آرامش‌بخش بدن و ماساژ","3500000","60","https://loremflickr.com/70/1789?lock=1293122502758794","true","true","3.8"
"8241b30d-51af-4d61-b7a6-7cea7bf3d798","b3fd64af-f2d2-4364-94c0-6ad76b5c1e7d","HairRestoration","کاشت مو به روش FIT","آرتیست‌های خلاق برای سبک‌های منحصربه‌فرد","25000000","32","https://loremflickr.com/3557/795?lock=1906234674572355","true","true","3.4"
"d4b144dd-8616-467d-be8f-3f35065d1a57","b3fd64af-f2d2-4364-94c0-6ad76b5c1e7d","HairRestoration","کاشت مو به روش FUT","خدمات آرایش حرفه‌ای","20000000","41","https://picsum.photos/seed/kavxupbz/3787/248","true","true","3"
"a9f9ac37-5b5c-4c38-a333-f3da40db87ad","b3fd64af-f2d2-4364-94c0-6ad76b5c1e7d","HairRestoration","کاشت مو به روش DHI","خدمات شخصی آرایش مردانه","30000000","51","https://picsum.photos/seed/Ebwnct/3183/2471","true","true","3.6"
"ce2ee592-564b-4e84-907a-4e78bd610c73","b3fd64af-f2d2-4364-94c0-6ad76b5c1e7d","HairRestoration","کاشت ابرو","متخصصین ماساژ با تجربه","12000000","66","https://picsum.photos/seed/qsbahnedDl/2642/1575","true","false","4.3"
"f0cab527-a9b4-4c22-b444-ad0fef0c246b","b3fd64af-f2d2-4364-94c0-6ad76b5c1e7d","HairRestoration","کاشت ریش","راه‌حل‌های زیبایی مبتنی بر متخصصین پوست","15000000","31","https://picsum.photos/seed/zpX4w1QdQ/2742/2310","true","true","4.1"
"66f8a539-70c1-442f-b637-be21bd9c4684","b3fd64af-f2d2-4364-94c0-6ad76b5c1e7d","HairRestoration","کاشت سبیل","کوتاهی مو کلاسیک و مدرن مردانه","10000000","36","https://loremflickr.com/215/135?lock=8245851761744888","true","true","3.5"
"1295086a-2146-47ab-9754-fc9a2bf8bc49","b3fd64af-f2d2-4364-94c0-6ad76b5c1e7d","HairRestoration","کاشت مو برای زنان","مشاوره شخصی در زمینه آرایش","28000000","30","https://loremflickr.com/3677/367?lock=8751534757483179","true","true","3.7"
"ab137512-cbce-464c-b608-1018c429f565","f432b184-99f9-4f07-9534-9e445a3a673d","MassageRelaxation","ماساژ برای بی‌خوابی","آروماتراپی و خدمات سلامت و آرامش","400000","54","https://picsum.photos/seed/ypSK7/1485/759","true","true","4.8"
"1cf6c2a8-032a-483e-bb26-032af3ca7618","f432b184-99f9-4f07-9534-9e445a3a673d","MassageThai","ماساژ تایلندی با حرکات یوگا","آروماتراپی و خدمات سلامت و آرامش","900000","19","https://picsum.photos/seed/aO632/3870/1613","true","true","3.2"
"a72c32b7-898c-447d-b0cb-fd3acfd99c52","f432b184-99f9-4f07-9534-9e445a3a673d","CoupleMassage","ماساژ زوجین","درمان‌های آرامش‌بخش بدن و ماساژ","1400000","29","https://loremflickr.com/2213/1330?lock=3554714968996703","true","true","4.1"
"71dc79cb-388a-4b77-82e3-9f49e9ee82de","f432b184-99f9-4f07-9534-9e445a3a673d","CoupleMassage","آروماتراپی برای زوجین","درمان‌های پوست و صورت برای تجدید انرژی","1800000","46","https://picsum.photos/seed/toPYu/720/2341","true","true","3.7"
"f1794c75-32f6-4b8f-95ce-42c8b284ea9c","f432b184-99f9-4f07-9534-9e445a3a673d","Sauna","ساونا خشک","تجربه لوکس اسپا برای آرامش","300000","64","https://loremflickr.com/1802/1110?lock=2175572641752944","true","false","3.5"
"156f954a-a300-408a-9679-4482bb1007a9","6de191c1-5ded-4dd1-b6cf-ca4b1b7ccc9d","WellnessCoaching","مشاوره تخصصی مدیتیشن","طراحی ناخن‌های خلاقانه","400000","71","https://loremflickr.com/1561/273?lock=3624681150918301","true","true","3.7"
"d531309d-bbae-4075-92fd-efd834a4c63f","a6316324-7a3a-4958-aad9-3d54b89321fe","MeditationSession","جلسه مدیتیشن فردی","مشاوره شخصی در زمینه آرایش","500000","67","https://loremflickr.com/2251/2871?lock=3199146590949586","true","false","3.6"
"bed4e166-30dd-4f34-b707-0c1ce90d8caf","a6316324-7a3a-4958-aad9-3d54b89321fe","MeditationSession","جلسه مدیتیشن گروهی","درمان‌های زیبایی و مراقبت از پوست","300000","21","https://picsum.photos/seed/t9xBDS/2458/2469","true","true","3.8"
"3de1f5bd-cf18-461b-966c-72ccd2de6be6","a6316324-7a3a-4958-aad9-3d54b89321fe","MeditationSession","کارگاه مدیتیشن یک‌روزه","آرتیست‌های خلاق برای سبک‌های منحصربه‌فرد","1000000","61","https://loremflickr.com/3887/1200?lock=1468153334923263","true","true","4.4"
"83dbd92a-8c27-47ef-a5e6-fa3330bb539b","a6316324-7a3a-4958-aad9-3d54b89321fe","WellnessCoaching","پکیج هدیه (هدیه‌ای برای عزیزان)","خدمات مانیکور و پدیکور","3000000","21","https://loremflickr.com/1946/3001?lock=3617961163408880","true","false","3.9"
"1287eb9e-4de3-4530-9061-6060e7a90eb4","d51b33e1-9666-4da7-88be-3fa9be2eab33","TattooDesignSmall","تاتو کوچک (تا ۵ سانتی‌متر)","آرتیست‌های خلاق برای سبک‌های منحصربه‌فرد","1500000","66","https://loremflickr.com/3872/3344?lock=5665811506784551","true","true","3.6"
"97c30ec1-2b7d-4665-af96-c38f7ba4b16e","d51b33e1-9666-4da7-88be-3fa9be2eab33","TattooDesignSmall","تاتو اسم یا تاریخ","طراحی تاتو و هنر بدنی سفارشی","1200000","19","https://loremflickr.com/800/1178?lock=4448134578402441","true","true","4.2"
"3f3f389f-e82b-40b0-9e4a-64969dba7736","d51b33e1-9666-4da7-88be-3fa9be2eab33","TattooDesignMedium","تاتو متوسط (۵ تا ۱۰ سانتی‌متر)","طراحی تاتو و هنر بدنی سفارشی","2500000","29","https://loremflickr.com/832/3110?lock=5129363086639405","true","true","4.9"
"caefc352-c66e-424d-b503-ce93b4bb37a7","d51b33e1-9666-4da7-88be-3fa9be2eab33","TattooDesignMedium","تاتو نماد یا سمبل","طراحی تاتو و هنر بدنی سفارشی","1800000","51","https://picsum.photos/seed/hjbK9L/2533/254","true","true","3.8"
"abc2df69-d409-42f9-9aca-c86ab7f97031","d51b33e1-9666-4da7-88be-3fa9be2eab33","TattooDesignMedium","تاتو گل","طراحی تاتو و هنر بدنی سفارشی","2500000","34","https://loremflickr.com/2833/3709?lock=1877729002289504","true","true","4.2"
"02d289f8-6fc9-4a87-963a-d67f6df263c8","d51b33e1-9666-4da7-88be-3fa9be2eab33","TattooDesignMedium","تاتو حیوان","طراحی تاتو و هنر بدنی سفارشی","3000000","42","https://loremflickr.com/3666/200?lock=731676420133174","true","true","5"
"fcea888a-e909-4a0f-90a3-226b50585f9c","d51b33e1-9666-4da7-88be-3fa9be2eab33","TattooDesignMedium","تاتو روی دست","طراحی تاتو و هنر بدنی سفارشی","2000000","31","https://picsum.photos/seed/2s6tCH/1543/2870","true","false","4.4"
"232b2907-e2c9-4e97-bedf-32d560594e0b","d51b33e1-9666-4da7-88be-3fa9be2eab33","TattooDesignLarge","تاتو بزرگ (۱۰ تا ۲۰ سانتی‌متر)","آرتیست‌های خلاق برای سبک‌های منحصربه‌فرد","4000000","19","https://picsum.photos/seed/p7EYgri0Ji/602/2816","true","true","4.6"
"e1986cd3-2cdb-4b3e-b89a-848a5da0e8cb","d51b33e1-9666-4da7-88be-3fa9be2eab33","TattooDesignLarge","تاتو سیاه‌وسفید","آرتیست‌های خلاق برای سبک‌های منحصربه‌فرد","3500000","72","https://loremflickr.com/1712/2528?lock=5842575198877011","true","false","3.1"
"5a7a9ff7-b36e-4d23-b3d4-86e0af848be1","d51b33e1-9666-4da7-88be-3fa9be2eab33","TattooDesignLarge","تاتو روی سینه","متخصص در تاتوهای واقع‌گرایانه و هنری","3000000","70","https://picsum.photos/seed/5CPFeTLlIm/2678/3375","true","true","4.1"
"18ab9c23-3331-4a26-9f73-2a102c9eaa93","d51b33e1-9666-4da7-88be-3fa9be2eab33","TattooDesignLarge","تاتو روی صورت","رعایت بهداشت حرفه‌ای و ایمن","3500000","70","https://picsum.photos/seed/JtEeBor5J/2884/3670","true","true","4"
"0eed6f40-ffa7-4bed-8f06-e7ec384004d3","d51b33e1-9666-4da7-88be-3fa9be2eab33","TattooDesignExtraLarge","تاتو بسیار بزرگ (بیش از ۲۰ سانتی‌متر)","رعایت بهداشت حرفه‌ای و ایمن","7000000","35","https://picsum.photos/seed/7wrmwNmj/1025/2886","true","true","3.9"
"b5ec3d2f-38ea-411d-a88d-72d3f6710959","d51b33e1-9666-4da7-88be-3fa9be2eab33","HennaDesign","حنا دست (پیچیده)","طراحی تاتو و هنر بدنی سفارشی","300000","68","https://picsum.photos/seed/tQJQm4Cw/1568/1452","true","false","4.5"
"ecbfa97a-96fc-4726-a791-13c3fb7d1c3b","d51b33e1-9666-4da7-88be-3fa9be2eab33","HennaDesign","حنا پا (ساده)","متخصص در تاتوهای واقع‌گرایانه و هنری","150000","39","https://loremflickr.com/230/92?lock=1481886729707422","true","true","4.6"
"c679e79d-db6b-4461-9bf0-d3997f50f508","d51b33e1-9666-4da7-88be-3fa9be2eab33","HennaDesign","حنا دست و پا (ساده)","طراحی تاتو و هنر بدنی سفارشی","250000","72","https://loremflickr.com/3745/3986?lock=8483812495029220","true","true","4.7"
"b4cc32ba-e137-41d0-ac34-59d8d147b872","d51b33e1-9666-4da7-88be-3fa9be2eab33","HennaDesign","حنا با طرح گل","رعایت بهداشت حرفه‌ای و ایمن","350000","39","https://picsum.photos/seed/PQFTBH7/242/3077","true","false","3.9"
"ecaf298e-b03c-40f3-9b65-e3490855db88","d51b33e1-9666-4da7-88be-3fa9be2eab33","HennaDesign","حنا با رنگ‌های مختلف","متخصص در تاتوهای واقع‌گرایانه و هنری","500000","22","https://picsum.photos/seed/D7IUX/3476/3577","true","true","3.6"
"dd022600-bd36-4b16-84b5-d40f3f897a32","d51b33e1-9666-4da7-88be-3fa9be2eab33","HennaDesign","حنا با جواهرات","طراحی تاتو و هنر بدنی سفارشی","600000","53","https://loremflickr.com/2054/3042?lock=300569579228898","true","true","4.8"
"5983540e-b746-44e9-b85b-6376be0c0d01","d51b33e1-9666-4da7-88be-3fa9be2eab33","HennaDesign","حنا با نور فرابنفش","رعایت بهداشت حرفه‌ای و ایمن","400000","43","https://picsum.photos/seed/DBn51PEelE/3349/3581","true","true","3"
"00f90fc9-a9e7-48f6-9575-cc3cc2d1e73c","d51b33e1-9666-4da7-88be-3fa9be2eab33","PiercingEar","پیرسینگ گوش (هر گوش)","رعایت بهداشت حرفه‌ای و ایمن","200000","32","https://loremflickr.com/1446/2315?lock=507669919760052","true","false","4"
"94b5f9de-5962-4032-a02a-800578892c59","d51b33e1-9666-4da7-88be-3fa9be2eab33","PiercingEar","پیرسینگ برای کودکان (گوش)","طراحی تاتو و هنر بدنی سفارشی","250000","58","https://loremflickr.com/153/3106?lock=2946803533673172","true","true","4.8"
"5c9da9c8-133c-4042-962d-495e31eccd1e","62261354-fccb-4c22-a0bb-125db597c85f","HairColoring","رنگ موی کامل","آرایشگران حرفه‌ای با مراقبت شخصی","850000","48","https://picsum.photos/seed/l3I26c/3783/1564","true","false","3.7"
"d3323a9f-0a46-4806-ad61-4b6649f4f380","eac0496b-24ab-4b02-9eb7-7ddf3bdf5e3b","TattooDesignMedium","تاتو متوسط (۵ تا ۱۰ سانتی‌متر)","متخصص در تاتوهای واقع‌گرایانه و هنری","2500000","33","https://loremflickr.com/3812/976?lock=5017466959953622","true","false","3.6"
"7bff2ba9-4d03-4e5d-8b1b-50daff877bc1","eac0496b-24ab-4b02-9eb7-7ddf3bdf5e3b","TattooDesignMedium","تاتو نماد یا سمبل","آرتیست‌های خلاق برای سبک‌های منحصربه‌فرد","1800000","69","https://picsum.photos/seed/u1HiQfD/699/3845","true","true","4.2"
"ced44607-3884-441b-8888-38efd448a2ab","eac0496b-24ab-4b02-9eb7-7ddf3bdf5e3b","TattooDesignMedium","تاتو گل","طراحی تاتو و هنر بدنی سفارشی","2500000","58","https://loremflickr.com/119/2696?lock=2309251803991414","true","true","4.3"
"9d9db455-71b4-4337-8d68-7cec40e5a966","eac0496b-24ab-4b02-9eb7-7ddf3bdf5e3b","TattooDesignLarge","تاتو بزرگ (۱۰ تا ۲۰ سانتی‌متر)","آرتیست‌های خلاق برای سبک‌های منحصربه‌فرد","4000000","29","https://loremflickr.com/758/937?lock=4743883160333252","true","true","3.6"
"8afa66e0-bbdc-412e-91f2-58c53ed34459","eac0496b-24ab-4b02-9eb7-7ddf3bdf5e3b","TattooDesignLarge","تاتو رنگی","متخصص در تاتوهای واقع‌گرایانه و هنری","4500000","17","https://loremflickr.com/108/1626?lock=4254767894294824","true","true","4.1"
"52809520-dff0-430b-9c1b-ecf5a848dd80","eac0496b-24ab-4b02-9eb7-7ddf3bdf5e3b","TattooDesignLarge","تاتو سیاه‌وسفید","رعایت بهداشت حرفه‌ای و ایمن","3500000","41","https://picsum.photos/seed/X2BxDcG/885/2051","true","true","3.2"
"a8c19479-57cb-4d8e-9771-559dcd9e5c98","eac0496b-24ab-4b02-9eb7-7ddf3bdf5e3b","HennaDesign","حنا دست (ساده)","رعایت بهداشت حرفه‌ای و ایمن","150000","41","https://picsum.photos/seed/XPf3h4Difo/3685/3864","true","true","4.7"
"27876d73-378b-4d72-a867-120df4bfb969","eac0496b-24ab-4b02-9eb7-7ddf3bdf5e3b","HennaDesign","حنا پا (ساده)","متخصص در تاتوهای واقع‌گرایانه و هنری","150000","24","https://picsum.photos/seed/Za5LQzw/1102/1177","true","true","4.2"
"7f4fbd7e-e633-4a74-823a-54f8d4688f39","eac0496b-24ab-4b02-9eb7-7ddf3bdf5e3b","HennaDesign","حنا عروس","آرتیست‌های خلاق برای سبک‌های منحصربه‌فرد","800000","26","https://picsum.photos/seed/nmMc78Kg/2031/2598","true","true","3.8"
"101e3206-1a2e-4495-8a30-94b988e214bb","eac0496b-24ab-4b02-9eb7-7ddf3bdf5e3b","HennaDesign","حنا با طرح هندی","آرتیست‌های خلاق برای سبک‌های منحصربه‌فرد","400000","72","https://loremflickr.com/1294/3439?lock=3181669181619974","true","true","3.9"
"5089b7c1-cbfe-4e0e-9475-04d2eace062e","eac0496b-24ab-4b02-9eb7-7ddf3bdf5e3b","HennaDesign","حنا با طرح ایرانی","طراحی تاتو و هنر بدنی سفارشی","400000","38","https://loremflickr.com/3271/2592?lock=2427646510851171","true","true","4.6"
