id,owner_id,name,description,logo,cover_image,location_id,business_type_id,phone,email,website,instagram,whatsapp,rating,is_verified,is_active
"eac0496b-24ab-4b02-9eb7-7ddf3bdf5e3b","68c3284f-b3ed-471e-bfcb-7b84113df590","استودیو خالکوبی و تاتو فریماه","رعایت بهداشت حرفه‌ای و ایمن","https://vrpqwlxv-kcfg.info","https://lwdkh-vwdmhpu.ir/","97645da1-d3f5-4860-bb9b-e0fc59467584","TattooStudio","+986166153053","null","null","@nstrn79","null","2.5","true","true"
"9a615a2c-e52c-4579-a213-be2606021e18","192ca6c1-ec7c-4d90-bcaf-a775a048a317","مرکز تناسب اندام و سلامت ملیکا","مدیریت و اصلاح ریش","https://taljxb-fowgrlky.info/","https://uqpkkqaw-ozqflpmw.info/","63892d71-854d-4b81-8096-bb6dc2bf3c8f","FitnessWellnessCenter","+985893868604","null","null","null","null","2.3","true","true"
"feb2c48a-8d16-44b3-a615-f13e79aec268","0e62bd2f-af0e-4869-9962-ee50c47bffdc","استودیو خالکوبی و تاتو فرزانه","آرتیست‌های خلاق برای سبک‌های منحصربه‌فرد","https://qqcqxbf-oxkayo.net/","https://mmyxth-ocplzsto.ir","38eab951-148d-4af7-be67-bcf9582d3d13","TattooStudio","+985888287293","rkhsar_eashwry11@gmail.com","http://ycxb-tfbkl.info","@mynw29","null","3.6","true","true"
"3afb5831-1be7-4462-aee3-9cc21c8b3b21","4a502e89-ab9a-44be-8387-b121af39700c","سالن زیبایی کودکان گیسو","جلسات آروماتراپی و سلامت","https://dndjiqbd-wxzx.org","https://ylivc-yrbhxso.ir/","f20f0198-b609-4e5d-af36-47ec3a32e72c","KidsHairBeautySalon","+982468508275","a18zzyta_hwmn@gmail.com","null","@ayzdyar.kakawnd87","null","3.7","true","true"
"d79d2838-0070-4835-bd5b-28e21f051062","189f1c56-bafe-4b69-8f60-d4fe8c9cc417","استودیو آرایش میترا","خلق سبک‌های خلاقانه برای هر مناسبت","https://ekfaowum-dqoondm.ir/","https://flyyr-tfwo.ir","dc228399-82d1-4b87-abc3-40d9d2691274","MakeupStudio","+982446337671","shady_ebdalkrymy@yahoo.com","null","null","null","1.4","true","true"
"e8f6756c-713d-41d8-8589-eff5de75dd65","5c10222e-edf5-4e37-b800-7fd2b140ee62","آرایشگاه مردانه هانیه","اصلاحگران حرفه‌ای با تجربه","https://iyzoxbgt-ento.ir/","https://udstujk-dtfv.info","d515ce3d-4d9c-4a9c-b954-dd14f3cec83b","Barbershop","+982340493937","kmbwjyh.mjahd@gmail.com","null","null","null","3.2","true","true"
"ea2e29f3-cb4a-47ce-befe-65b2c08f68b2","842df8a8-457c-4d25-b187-29d669151004","کلینیک زیبایی تخصصی (غیرجراحی) یاسمن","حذف موهای بدن و صورت با تخصص","https://bhivdk-nifz.com/","https://xylioc-yadcc.ir/","9db826ab-3527-471b-8af7-06ec86ab35e9","AestheticClinic","+987602118121","null","null","null","null","1.0","true","true"
"45b390b5-a604-44cd-af9a-2eb84343f699","6b73905b-51ec-494c-b416-430f2685b5a2","کلینیک لیزر دریا","حذف موهای بدن و صورت با تخصص","https://dkarmf-aqflm.com/","https://qbavwx-aisdf.net","12b42df6-b776-4e41-a057-13308405b58c","LaserClinic","+985892181832","null","null","@yashar26","null","4.9","true","true"
"44f54ef3-e0c1-4eac-aa64-43c935bcd0ce","256a7948-16c0-4be6-b60c-b1c6b4b52934","کلینیک مراقبت پوست سپیده","درمان‌های ایمن و مؤثر","https://rprcr-orjmy.org/","https://cjwrztip-iegdlfzg.com","f4e00762-d307-4884-aacd-3ddc9ffb986e","SkinCareClinic","+986129523317","null","null","null","null","4.1","true","true"
"aa3b6492-fd0b-4a47-8ed9-2dcaa604c4cb","ff3a1f8c-cf3d-44fb-bbf5-b10793c3aabc","استودیو خالکوبی و تاتو پارمیس","طراحی تاتو و هنر بدنی سفارشی","https://pljid-bowhc.org/","https://yckt-nmxz.ir","393058c6-3cb8-454a-b956-21e0099e85f7","TattooStudio","+982883122002","null","null","null","null","0.11","true","true"
"c2cc6546-546c-4b1e-a75a-b671a656a738","b1eb1c87-7299-49c6-9fac-8e42f0526d78","سالن زیبایی مو (زن) آتوسا","متخصص در درمان‌های مدرن مو","https://vxwqojj-jkwcoc.info/","https://tuayz-dxdox.info","27b39efa-55bb-4e52-8bc9-57bc026cc25e","HairSalon","+984544061861","swbar.msbah@hotmail.com","null","@ayzdyar85","null","3.3","true","false"
"ff9b88b1-d04d-4601-bcdb-38bfea72b8d6","f212772c-8bc4-470d-8cd9-7efa2bc5607b","کلینیک زیبایی تخصصی (غیرجراحی) محدثه","درمان‌های آرامش‌بخش بدن و ماساژ","https://stvyxcrf-bciremi.ir","https://doqke-cbnrzdai.com","ff63e442-0bf7-4e10-a664-335f7b8c7e45","AestheticClinic","+985803392267","zadmasb_lwks34@yahoo.com","http://aisk-wfil.org/","null","null","0.99","true","true"
"50f7ea3f-e937-4d28-b6e5-3685291dd194","78a87d1a-befc-42bf-817f-742538ac745e","آرایشگاه مردانه مهرناز","آرایش حرفه‌ای برای مراسم و عروسی","https://wdgmhqdc-hizo.ir/","https://vmyklz-lsgttmqg.net/","fad8053b-cace-498e-b4c7-3a70d2b25aab","Barbershop","+985177897595","null","null","null","+985177897595","2.5","true","true"
"1bbef4f3-da41-4ae4-960f-dbdc10699998","7e28d7b0-1a45-4371-8fb3-19db66cb8a31","کلینیک مراقبت پوست پارمیس","خدمات پیشرفته لیزر برای حذف مو","https://hlarhtd-asxtls.org","https://cqogzryv-jzwx.com","a3b7fdef-4f8c-4791-9c8c-c17597734940","SkinCareClinic","+983148894881","null","null","null","+983148894881","3.6","true","true"
"9a2fa4b3-1ee6-4fc5-a681-ec8867d0d470","0168acd7-b6e3-4aa2-adb1-d4d115e14476","آرایشگاه مردانه نازنین","فناوری مدرن برای پوست صاف","https://jeatj-nchvuzf.info","https://ezgs-mjqi.com","248f16ea-e277-4582-bf9b-f538689e271e","Barbershop","+985122308086","kykhsrw_mjahd55@hotmail.com","null","@lhrasb_mlkyan92","null","2.7","true","true"
"ac50b49c-1c98-4bca-a4e2-a3dc77b428e0","baf08b41-1e14-4d0a-abab-ffd1826916e8","استودیو ناخن نگار","طراحی ناخن‌های خلاقانه","https://vkwjsc-ilirqqee.org/","https://kfzkycxd-tkuzhj.org","374e7777-dc08-4c20-9b27-b8bd84619e06","NailStudio","+982390092193","brzw72@gmail.com","null","null","null","0.62","true","true"
"d57dbe37-5b10-49de-8d74-4166638ae9fc","efc13088-5e33-4dda-8f53-91152701146c","سالن زیبایی کودکان مهوش","مراقبت حرفه‌ای از پوست و بدن","https://andnz-orwzqt.net/","https://cjkjdgh-mmuyzg.ir/","334740d7-cd3d-42e4-8613-8d5de27fc7c9","KidsHairBeautySalon","+983118211894","null","null","@dyaakw_qhrmanyan83","null","3.9","true","true"
"719f7daa-539d-4452-8875-0f06802f0589","0f0bf956-2ccc-4445-bd44-060626df83da","کلینیک لیزر گلاره","خدمات پیشرفته لیزر برای حذف مو","https://bbxfypbf-tfyoumx.info","https://ocrfie-ijisqis.net","0e87c2a2-e544-4f8f-a314-14b339912823","LaserClinic","+983116987648","null","null","@karakw10","null","1.3","true","true"
"e4e2d927-9979-4edb-9c00-752ccfc7529a","b1affdda-262e-4d12-b54b-f293ec32c7e0","سالن زیبایی کودکان آناهیتا","درمان‌های پیشرفته زیبایی","https://cmyvllsh-ypoc.com/","https://tbqiq-oskmaf.com/","8411c8dc-43bd-4704-aeab-dc7b807a0820","KidsHairBeautySalon","+982818374902","zry19@yahoo.com","null","@shhrbanw1","null","2.2","true","true"
"7e3da46c-c974-4334-9f77-1b7a0df8d4fc","2706891f-0ab8-4101-a8f5-069fc9996512","مرکز تناسب اندام و سلامت رز","آرایش عروس و مهمانی","https://hnysshv-frccinyw.org","https://odeu-rlkxwhdl.ir","df83fd1d-ca97-485e-8f0a-63037ee8ebb0","FitnessWellnessCenter","+982485310966","dla18zwyz.msbah6bwzadh1@hotmail.com","null","null","+982485310966","2.0","true","false"
"9095ade4-2ae6-4170-8ca5-45d602901993","ffe2b431-7883-4e93-8ce3-4dfe3249f8db","مرکز تناسب اندام و سلامت یاسمن","آروماتراپی و خدمات سلامت و آرامش","https://uoedeyn-lgsv.ir/","https://msfzdkd-rkcx.net/","e928067e-0421-48de-9b2f-b10f922f6d31","FitnessWellnessCenter","+987656809938","mahchhr_mjtbayy@gmail.com","http://ualwzewf-utxrwg.com/","@ramwna55","null","4.2","true","true"
"669653e9-9863-4cae-96c6-2a14e38d388c","0d240ba0-45d3-4d57-a406-ee9607c4c444","سالن زیبایی مو (زن) آرمیتا","ارائه خدمات حرفه‌ای آرایش و رنگ مو","https://ryxy-tdzav.net","https://kzrhq-wxuzjkw.net","b337676c-f1c5-46d6-8812-bc061836239f","HairSalon","+982866175220","frman90@hotmail.com","null","@mhnwsh50","null","0.13","true","true"
"7eeec045-a95e-425d-9973-238f360d363e","00965f14-c049-4dca-b1b1-307f2e59856a","کلینیک مراقبت پوست پریناز","حذف موهای بدن و صورت با تخصص","https://cflyff-yocafxr.info","https://jlzkuud-kjxonvci.com/","fecfa96e-58eb-4ec2-9f67-16a79aadd007","SkinCareClinic","+987664436121","gshsbbanw_waezy@hotmail.com","null","null","null","2.3","true","true"
"aaef9118-af22-4203-8751-ab6b92257437","b26dd7a7-ca3c-4e13-aeb8-54f181c40a19","مرکز تناسب اندام و سلامت شیدا","خدمات مانیکور و پدیکور","https://hhhkqypv-ieamwisk.org","https://hxrcrrzs-gwiio.com/","c365c770-be82-4875-bf8a-3dec131d1dad","FitnessWellnessCenter","+985882249759","null","null","null","null","2.9","true","true"
"3d80a64c-6a42-4570-98c4-8eb916afbac2","d8ae8986-147a-4f0e-a2b5-eeb139cc1042","استودیو آرایش مهرناز","خلق سبک‌های خلاقانه برای هر مناسبت","https://pvnfrb-oefmlvmh.org/","https://gfcmiefg-ykysdngq.info/","3ff9346c-ccf3-4445-a98a-34858c6d3442","MakeupStudio","+984127317394","null","null","null","+984127317394","3.3","true","true"
"2fb9e886-48fe-4050-bd39-04e92a2b539c","592f68b2-65f6-4220-b32c-3dd08e6527b8","کلینیک لیزر پریسا","فناوری مدرن برای پوست صاف","https://ecntul-ithi.ir","https://mbtukyfg-xpswurs.info","a421fe6b-a8e4-4e1a-a052-ededd35ae97b","LaserClinic","+985189246477","glbw_hamwn@hotmail.com","null","@frydwn88","+985189246477","3.9","true","true"
"994aaa39-df6f-4dd2-b9d6-13d8b104a179","a732256f-198c-4977-8dbc-f73a19b98f47","استودیو ناخن فرزانه","ژل، اکریلیک و مراقبت از ناخن طبیعی","https://hrro-hvde.info/","https://rawtzbw-fnkcxx.ir/","09760e48-2a35-465d-8b58-93b0d6999892","NailStudio","+982363896298","bamshad_eraqy@yahoo.com","null","null","null","4.3","true","true"
"994dbb5a-c5c1-4700-b389-13ab75827c78","189a929b-8701-4d83-b206-8c346557455d","کلینیک مراقبت پوست کیمیا","آروماتراپی و خدمات سلامت و آرامش","https://rgdew-ycuds.ir","https://smxzd-rqfs.info","c523d383-930f-4b5c-8eab-9f00a022bc48","SkinCareClinic","+987620365272","frdys.hraty@gmail.com","null","null","+987620365272","3.5","true","true"
"7f7cd31d-d4ec-43c2-b1a4-8e4cdb82bc5f","3fff8581-ed04-47da-ba10-15320c5f2db9","مرکز تناسب اندام و سلامت شهلا","خدمات آرایش حرفه‌ای","https://yzul-rofqsftf.net","https://zyeii-pgkokbb.ir/","9f1e0e82-edd6-427b-a9c1-560f4d47f4fb","FitnessWellnessCenter","+984511425395","null","null","null","null","4.1","true","false"
"cf020a85-0e2b-48aa-877e-8516605043e6","730ff7fe-a466-4609-a904-387af9e31bba","کلینیک زیبایی تخصصی (غیرجراحی) بنفشه","خدمات آرایش حرفه‌ای","https://ikec-oemt.info/","https://qcgancx-nihdmksu.net/","8681d96d-7d16-46d4-878c-09d9a3dd86a4","AestheticClinic","+986192299201","null","null","@nwyd81","null","2.5","true","true"
"0dd7fc52-9550-496f-b4a3-3e874d447eca","7fdbbd2a-9a66-4362-bf08-bc4c431c6d7f","کلینیک لیزر فریماه","حذف موهای بدن و صورت با تخصص","https://evxd-bkqqwnio.info","https://uptjtyj-rskxr.com","99b93f8a-ae65-46ff-856d-f6ae39bcd878","LaserClinic","+982475230659","gwmatw18@gmail.com","null","null","+982475230659","2.7","true","false"
"a6cc67d4-fbb4-4c23-89d9-4ef401029786","c4663fc4-42c7-4d14-b431-8b7283391b10","استودیو آرایش غزاله","مشاوره شخصی در زمینه آرایش","https://zzxkgwxd-wygqid.com/","https://wqyero-zgrc.com","98c5f05a-c7e8-4e27-b90c-eb89fe5b3797","MakeupStudio","+982178785543","frkhmhr18@hotmail.com","null","@nykdkht64","null","4.2","true","true"
"37c6d796-01aa-4b0d-9364-362ed4a2c40a","37d891b0-10a5-4105-9bc4-18dedb32f856","سالن زیبایی کودکان کیمیا","مراقبت حرفه‌ای از پوست و بدن","https://vswzmah-fnohq.net/","https://nrginm-cfqr.org/","33214a74-4707-4d02-be4f-2966f070f2f2","KidsHairBeautySalon","+982822649160","null","null","@hyrmnd.fryad85","+982822649160","3.4","true","true"
"88207ff5-88d6-4812-8190-de50f4898d52","c6be7c69-c46a-4afe-ab70-cd2cfed5ff9f","اسپا و ماساژ بیتا","تجربه لوکس اسپا برای آرامش","https://zcwoqb-cxgzpqbx.ir/","https://jadrs-vruquur.info","92819088-3950-4052-a639-2a8cab6e37de","SpaAndMassage","+982684075682","shaprk.krymy@yahoo.com","null","null","null","3.7","true","true"
"49c029a4-ecb2-4ffa-865d-1cfd8344eaf7","c56c1df3-c49c-4027-8d45-1f567a029c72","کلینیک دندانپزشکی زیبایی رز","طراحی ناخن‌های خلاقانه","https://pgbiq-fqwm.net/","https://fljizxst-piegayjt.com","cae18b06-75ff-4e51-9553-967593baa390","DentalClinic","+982442586034","jhanbanw.kawyany@yahoo.com","null","null","null","4.9","true","true"
"f489841b-422b-4821-a30b-9a1a53201874","b58efaac-b009-4515-9af2-34496b517bc2","کلینیک مراقبت پوست نگار","مدل‌های به‌روز برای خانم‌ها و آقایان","https://nzblrgx-pbzebi.org/","https://rtaro-cljsmlgl.info/","e209f4e1-755b-491e-a28b-02c335cafa68","SkinCareClinic","+984579206889","null","null","null","null","4.5","true","true"
"ab90a461-9137-4829-a5a7-b3652b268418","2e1a45e2-625e-475a-b2a4-5c1ee58cda58","آرایشگاه مردانه مینا","ماساژ ورزشی و بافت عمیق","https://onponrw-owmtl.net/","https://ibuhgus-whfnei.org/","bd49efce-dae8-4522-8788-ed9921dfe64e","Barbershop","+982637294169","null","null","null","null","3.3","true","true"
"fcf4dfde-280e-421a-b200-9aa291249fcd","5dec3e93-39a6-4f3f-b2ce-b26fc20a6d94","استودیو ناخن آناهیتا","ژل، اکریلیک و مراقبت از ناخن طبیعی","https://ygyaqs-ojoqngtg.net/","https://uetcv-slmbjl.info","1dabfd39-b027-4778-b2e0-4b67bcb546c0","NailStudio","+985119833366","hyrmnd.hwshyar@hotmail.com","null","null","null","3.0","true","true"
"2ae31ae5-11b0-4a2f-9571-b88d46c9c0bc","e466f95d-f572-4999-a94c-061109b23f92","کلینیک دندانپزشکی زیبایی هانیه","جلسات آروماتراپی و سلامت","https://zgqvpuhy-uphwxen.org","https://qdkc-wqcko.com/","5b0306d0-fad8-4778-8225-53b03f20bbdf","DentalClinic","+987603633665","null","null","null","null","0.77","true","false"
"b865f7f0-9d5e-48e1-8984-7f0de915802d","ae8c22a6-2ed1-4058-af70-c51037de02bf","کلینیک لیزر آیدا","خدمات پیشرفته لیزر برای حذف مو","https://gsmenzr-fllpgcu.com","https://tcyugulo-ezgriyz.info","087691d0-2125-4cbf-ab6f-1e81fee6a69e","LaserClinic","+984595853351","dlbnd_kwshky1@hotmail.com","null","null","null","0.99","true","true"
"bde55443-6e65-4a83-9e09-3c5f837751f2","76dca485-f38a-4c98-a0cd-fa23cb346534","آرایشگاه مردانه یاسمن","لیزر و درمان‌های ضد پیری","https://ktspzaen-kmwhz.com/","https://akvaftyd-wgztdg.ir","8a1e4a67-636b-4a1d-a8da-cbe40dfd6dca","Barbershop","+982698033410","null","null","null","null","1.5","true","true"
"67e27fc0-b074-48c7-8f17-73c8dc195791","362ae61f-3162-4276-9e8d-9162f3cd2278","استودیو آرایش سیما","آرایش حرفه‌ای برای مراسم و عروسی","https://ylylkd-bpvec.org","https://fbylnin-pqby.ir/","8a9e6289-d7b2-4b27-b51a-25f966f66545","MakeupStudio","+986103801261","jawyd.kwshky96@yahoo.com","null","null","null","2.0","true","true"
"40148dbf-4d3c-4a94-b127-5f649f6c1dc3","b79f7aa8-3c5d-4353-8a5a-f93b3a53281a","سالن زیبایی مو (زن) بیتا","ارائه خدمات حرفه‌ای آرایش و رنگ مو","https://tckzr-umust.net/","https://fkxjdrsc-qtxim.net/","f1bcc347-a6c3-4c6b-95ed-80b25a36ccc7","HairSalon","+984418144562","ngarh_ealy@gmail.com","null","@frjad_mjrd","+984418144562","4.9","true","true"
"1461b4f7-bbb9-4686-a48e-ad09dcf2b784","5e20cb36-7c4e-46a5-a6dc-78fff28d2bd6","سالن زیبایی مو (زن) مهوش","متخصص در درمان‌های مدرن مو","https://qhnezrma-vmkevm.net","https://pjxlls-bzpkp.net/","dde2ee8a-00f8-4d5e-82b2-6bc3c3892111","HairSalon","+985122054934","swba_lnkrany60@yahoo.com","null","null","null","0.33","true","true"
"833a8229-7760-40e9-806d-c17c9a2f80e3","a5588c39-a805-472b-8f14-780d44b9f1bc","استودیو ناخن شهرزاد","متخصصین حرفه‌ای مراقبت از ناخن","https://wjssks-rcwdaeg.com","https://llnhut-mqufa.ir","3380f0aa-bd2d-4c84-ba49-ee827dd684c0","NailStudio","+984406949736","null","null","@kyhan_mwswy63","null","1.4","true","true"
"9d6655ea-1960-47d6-9a2e-68be73b112a3","5500ebc6-1447-4e51-a712-c76c84d96086","مرکز تناسب اندام و سلامت کیمیا","درمان‌های پوست و صورت برای تجدید انرژی","https://icxmca-jszrhrq.org","https://ipyirla-ibfbdar.net/","24a1861c-1057-4e2f-a049-f2316adc308b","FitnessWellnessCenter","+983149310150","null","null","null","+983149310150","1.0","true","true"
"b4156c29-61c1-400e-89d5-4e0dfc8a93ee","3e846bff-b643-4eb4-9a67-f84292eb4b3d","اسپا و ماساژ رویا","آروماتراپی و خدمات سلامت و آرامش","https://mroi-lmdvi.org","https://jeedlyut-iowukh.net","3e009cd2-5265-446c-bfd2-8ba56140a697","SpaAndMassage","+982498299626","jhandar_framrzy93@gmail.com","null","null","null","4.5","true","true"
"29522c86-583b-4eef-a0c6-b3f575fb2517","ce70c30b-861e-4cde-a1a1-239c71c244be","سالن زیبایی مو (زن) لاله","آرایشگران حرفه‌ای با مراقبت شخصی","https://xiumpnr-konpeyux.ir/","https://uuzo-gkvh.ir","4b98435d-aa26-4169-80ad-ef6ef47b3212","HairSalon","+986170057114","null","null","@mynw_myrdamady86","null","3.3","true","true"
"db8fa771-b380-4805-815a-0f786e6a6d80","ccc379c5-664c-4b3c-a2ae-ab07b455c6b8","سالن زیبایی کودکان شادی","جلسات آروماتراپی و سلامت","https://uqook-rmdi.info/","https://famk-djgb.net/","75bab664-c78b-48c4-9b52-f59332896925","KidsHairBeautySalon","+982672908114","nykkhwah_klbasy@gmail.com","null","null","null","2.2","true","true"
"97caa834-03b0-4f7d-bb6d-a4df20b1fa16","f04ab914-62dc-49d8-a415-656ee47e5dbc","استودیو خالکوبی و تاتو فرناز","طراحی تاتو و هنر بدنی سفارشی","https://howjixrk-qajclt.ir","https://jlqbe-ltwyfxoe.info","ac8517f8-ad36-4e53-9372-da92a146f7c3","TattooStudio","+984502434638","saghr_msbah6bwzadh@yahoo.com","null","@prnya_frwtn69","null","0.67","true","true"
"7e5610c3-c62c-4ee9-80c6-c2cbdce04f41","5bfdd98a-45b1-4da2-8ca8-8e30136e285c","کلینیک زیبایی تخصصی (غیرجراحی) پریناز","راه‌حل‌های زیبایی مبتنی بر متخصصین پوست","https://fcwusbtn-ytyaucpq.com/","https://arjvlp-yjlzdsll.org/","170c3136-d0f0-436b-8d0b-74090f06a7b5","AestheticClinic","+984535778671","khrm_lachyny29@gmail.com","null","null","null","4.3","true","true"
"078f522e-6e08-44d0-81b4-c93b4df9554d","562ec5f0-d766-4f3a-b6af-e5146ce54282","سالن زیبایی مو (زن) نیلوفر","آرایشگران حرفه‌ای با مراقبت شخصی","https://nwsh-nbipjll.ir","https://ycasvxy-cqim.com/","9d0d0e01-bf6e-42d3-8eb1-6bb3428420ad","HairSalon","+982167550853","frshad14@yahoo.com","null","null","null","1.0","true","true"
"1dee8cad-cc4e-40dd-a8ee-3cb6eb23182d","7adf7a83-50fb-434c-8b26-c056ba1601e5","کلینیک دندانپزشکی زیبایی پریناز","آرایش حرفه‌ای برای مراسم و عروسی","https://duldkl-eyefanx.info","https://qloff-zgqytc.org/","754c79a5-db32-4e41-b29a-10f9fe47d3e3","DentalClinic","+987687208019","kamran_mlayry34@gmail.com","null","@ashkan.myrbaqry","null","1.8","false","false"
